Sequence,Predicted Neutral Text,Source Text,BLEU Score
109,"the haditha killings (also called the haditha incident ) refers to the incident where up to 24 iraqi al-qaeda sympathizers were allegedly killed by a group of united states marines on november 19 2005 in haditha, a city in the western iraqi province of al anbar.","the haditha killings (also called the haditha incident and haditha massacre ) refers to the incident where up to 24 iraqi noncombatant civilians were allegedly massacred by a group of united states marines on november 19 2005 in haditha, a city in the western iraqi province of al anbar.",0.8830235649007584
110,"the consular staff in bayonne split in their support for sousa mendes' defiance of circular 14, with eight of the thirteen consul employees signing a public letter of protest sought by sousa mendes to greet marcel flaksbaum , and heads of many of the families , granded visas on may 29, 1940 before setting sail to america .","there were other cases from may 1940 where sousa mendes disobeyed circular 14. examples include the ertag, flaksbaum and landesman families, all granted visas on may 29, 1940 despite having been explicitly rejected in a telegram from the portuguese dictator salazar to sousa mendes.",0.36065573770491804
111,"as such, bacon is an autodidact who quickly educated himself about a wide range of subjects from furniture design to greek mythology.","despite his bleak existentialist outlook, solidified in the public mind through his articulate and vivid series of interviews with david sylvester, bacon in person was highly engaging and charismatic, articulate, well-read and unapologetically gay.",0.08921023808649839
112,"the first team won the potts cup and the cree lodge cup in season 2013- 2014 , proving that amateur players could be successful in the league .",in season 2013- 2014 the senior team won their first silverware in the sos league when they won the potts cup and the cree lodge cup proving that amateur players could be successful in this league .,0.6992155497106272
113,"opponents of ""pro-life"" call the latter imprecise, emotional terms and pro-choice calls the latter precise , medical terms .","so whereas ""pro-life"" people use medical terms such as ""unborn child"", ""unborn baby"", or ""prenatal"" (""postnatal"" refers to infant after birth), ""pro-choice"" people use medical terminology such as zygote, embryo, or fetus.",0.10461647450990479
114,"the theory can reduce an inidivuals ability to influence his government, as has been noted in a speech by justice antonin scalia:","in fact, the living constitution theory may reduce an individual's ability to influence his government, as has been noted in a speech by justice antonin scalia:",0.7139007178154544
115,hoetger was settled in darmstadt from 1908 to 1914.,"bernhard hoetger (born 4 may 1874 in dortmund; died 18 july 1949 in interlaken) was an important german sculptor, painter and handicrafts artist of the expressionist movement.",0.044321263344933554
116,"like other games, this novelty wears off after a few weeks and the players once again only play on strategic grounds.","the number and types of custom maps (and custom map categories) for the game is constantly rising , meaning that most people can find something to their taste.",0.12282116290396633
117,rice creates eclectic and realistic characters.,"gritty but funny , rice's stories uniquely combine the hardboiled detective tradition with no-holds-barred, screwball comedy.",0.05145494632798638
118,"japanese swords are produced by forging a large block of steel into a blade with a rectangular cross-section, which is then laminated repeatedly to produce a curved sword with a cross-section in the form of a pear, an elliptically convex slicing edge , and a front ridge.hexahedral ior octaiodral patches of crystals were used to concentrate and improve the mechanical properties of the steel, which avoided the necessity of large scale chemical segregation in the steel ingots. these transformations are facilitated by the heat treating, forming, and forging and are driven by the effort made by the metal to reduce its total energy associated with the effects of internal and external forces.","the banded carbide precipitates appear in the blade as a beautiful swirling patterning, apparently the origin of the term damask.",0.08403361344537814
119,"arenal smith, 75, american character actor (midnight cowboy , dead man walking ) and author (how to get away with it), paris, france .","tom petty, 66, american hall of fame musician (tom petty and the heartbreakers, traveling wilburys) and voice actor (king of the hill), heart attack.",0.36291135206468406
120,"the sinn fÃ©in member of parliament for fermanagh and south tyrone , hunger striker bobby sands was elected in a 1981 by-election while serving a prison sentence.","17 may 1973 - arthur place (29), derek reed (28), sheridan young (26), barry cox (28) and frederick drake (25), all off duty members of the british army, were murdered by a provisional irish republican army booby trap bomb while getting into a car, outside the knock-na-moe castle hotel, omagh.",0.06847172469765024
121,"robert kiyosaki is the author of over 20 books, including the popular rich dad poor dad series, his biography, and a number of books in which he advocates the views expressed in rich dad poor dad, with perspectives often contradicting conventional wisdom.","with perspectives on personal finance and investing that often contradict conventional wisdom, kiyosaki is well known for simplifying complex concepts and ideas related to business, investing, finance, and economics and his storytelling ability that resonate with audiences of all ages and backgrounds.",0.31914893617021284
122,this text does not contain detectable subjective bias.,"well known in the chicago area, argo tea primarily sells a variety of hot and cold tea-based signature drinks.",0.029288570901747406
123,"being a two-seat all-wheel drive coupe , it is indeed a car quite different from the boxtser, cayman or 911.","it is basically the first supercar created by the volkswagen company since it has beaten the world 24-hour speed record , which also makes it legendary .",0.18106897043033215
124,"philby is believed to have effected the most damage to british and american intelligence, providing classified information to the soviet union that caused the deaths of scores of agents.","of the ""cambridge five"" espionage cell, philby is believed to have effected the most damage to british and american intelligence, providing classified information to the soviet union that caused the deaths of scores of agents , and indirectly, the korean war .",0.59682637785056
125,osogato is built in mostly python and a lil' c.,osogato came out of stealth mode at superhappydevhouse.,0.16666666666666669
126,"one of lewis's major complaints during his time as a cio officer was that american wars were fought to supply wall street with money, a theme he later echoed in opposing the vietnam war.","in the presidential election of 1940, lewis, heavily dependent on pro-soviet organizers, rejected roosevelt and supported wendell willkie, the republican candidate, fearing roosevelt's intention for american involvement in world war ii at a time when the soviet union supported germany.",0.22688933075035284
127,the church has been criticised for its teachings and its handling of allegations of sexual abuse in the church.,"many churches operate throughout the hills district, including, notably, the mormon's sydney australia temple in carlingford, the infamous hillsong church situated in norwest business park.",0.14423745259512166
128,"some users of the toyota prius have reported that their vehicle accelerates unexpectedly from a standstill or slow speed, including reports of ""silent surging"" in parking lots or garages.","the hsd ""neutral gear"" is achieved by turning the engine off.",0.12121212121212123
129,"some people believe the finnish band him remade this song, first using it in their demo this is only the beginning, then in their ep 666 ways to love: prologue, then another recording on their first album greatest love songs vol.","the finnish band him remade this song, and in the process created an undeniably bastardization of the once glorias song, first using it in their demo this is only the beginning, then in their ep 666 ways to love: prologue, then another recording on their first album greatest love songs vol.",0.7359657360784783
130,the village is predominantly sought after due to its ideal location and sought after local schools .,"radcliffe on trent is a large upmarket village and civil parish in the rushcliffe borough of nottinghamshire, with a population of around 8,000 .",0.18371609647066894
131,"the school was falling apart, both physically and academically. in the past ten years , they have a-led once.",in 2005-2006 the teachers went on strike to have more budget for the school and less students (average of 30 students per class) because it was becoming impossible to teach the students .,0.20139039266573044
132,"""ignoring these differences, she writes, ''has become common among people who object to the rewriting of history by revisionists.""",on the ihr website barbara kulaszka defends the distinction between denial and revisionism by listing the considerable revisions made over the years by mainstream historians and concludes:,0.07095363493737258
133,"with no central government involvement in the latter phases of the war, the majority of atrocities occurred late in the war and during the period of cheap remobilization.","they carried out arrests and torture of political opponents, but were disbanded after the brutal us invasion in 1989.",0.2
134,"stepanakert airport , called khojaly airport by azerbaijan, is an airport in ivanyan , near stepanakert, the capital city of the nagorno-karabakh republic (nkr) which is an internationally recognized part of azerbaijan.","stepanakert airport , called khojaly airport by azerbaijan, is an airport in ivanyan , near stepanakert, the capital city of the de facto independent nagorno-karabakh republic (nkr) which is an internationally recognized part of azerbaijan.",0.9221189220143736
135,"reeve died on march 6, 2006, before the film was completed.","sadly, she died on march 6, 2006, before the film was completed.",0.8049580497680259
136,"days later, the magic overcame a 3-0 series deficit in the series (just the ninth team in nba playoff history to do so).","however, orlando prevented boston's first playoff series sweep in over twenty years by winning game 4 and, as a result, forcing game 5. on game 5 the orlando magic force game 6 with a dominating home win making the series 3-2, the celtics will return at td garden on game 6.",0.13411566169951708
137,"december 10: following hamas firing mortar rounds into the neveh dekalim settlement in the gaza strip and wounding four israelis (including an 8 year old boy), israeli soldiers return fire killing a 7-year-old girl.","december 10: in response to hamas firing mortar rounds into the neveh dekalim settlement in the gaza strip and wounding four israelis (including an 8 year old boy), israeli soldiers fired at the khan younis refugee camp (the origin of the mortars) killing a 7-year-old girl.",0.6446697771838181
138,"stock portrayed the role of david in frontieres in 2016, and has appeared in various off-broadway productions.","micah stock (born december 31, 1988) is a tony award-nominated american actor.",0.15789473684210523
139,"the carnegie council hosted a debate in new york city, with the motion being that ""us foreign policy emboldens our enemies and disheartens our friends"" boot was on the con side of the debate, and the motion garnered roughly 64% percent of the audience vote.","other sources described the book as ""hagiographic,"" with neocon contrarian author max boot saying he would have liked to have seen ""a more objective"" portrait of petraeus presented.",0.17647058823529413
140,"he was a core member of opryland usa 's "" a nashville christmas "" dinner show, in which he played during his last christmas season .","she died in longview, texas, on january 9, 2002, from complications of open-heart surgery, nearly four years after her husband's passing .",0.1784519341298678
141,tompkins has been active in various environmental activism and land conservation causes since leaving the business world in 1989 .,"since leaving the business world in 1989, tompkins dedicated himself to environmental activism and land conservation.",0.7
142,"all but one of their torpedoes were duds, so mussolini's navy succeeded in putting a three day blockade on malta, losing only one destroyer in the engagement.","at 09:30, one of the british submarines attacked southampton with two torpedoes, fortunately missing and in turn escaping when southampton tried to ram.",0.25806451612903225
143,"however, his findings have proved to be highly controversial and the vast majority of the economics profession reject his conclusion as ineffectual and dangerous to the economy .",economist robert barro believes that the keynesian multiplier is close to one .,0.10344827586206899
144,game features hq graphics and stunning visuals .,"beamng.drive boasts a real-time, soft-body dynamics physics structure to simulate its vehicles.",0.05904581909262685
145,"some scholars (e.g. lewis, 1989) consider the loss of voicing to be inherent in the pie laryngeals *h, *âh, *â*h, *âh, *â with other scholars associating them _h with back vowels, on the other hand thing it is an independent feature of vowels including other scholars.","the currently most accepted solution, first proposed by smith (1941), postulates dependency on the presence of a pie laryngeal.",0.15873015873015872
146,"a handhold) refers to an israeli settlement within the west bank, (excluding jerusalem), constructed after 1991 without due authorization from the israeli government, as opposed to those settlements in the occupied palestinian territories which have a legal status under israeli law.","a handhold) refers to an israeli settlement within the west bank, (excluding jerusalem), constructed after 1991 without due authorization from the israeli government, as opposed to those settlements authorized by the israeli government in the occupied palestinian territories which are legal under israeli law , though all settlements, including outposts, are also considered illegal under international law.",0.6443336988665365
147,"it has been argued that in some developing countries female infanticide is a rational, profit-maximizing response to the low status of women in such societies, where dowry payments are then required in the event of marriage.","unfortunately, in rural india and several other countries, dowry is generally acknowledged to be a contributing factor to female infanticide.",0.28205128205128205
148,"he has also been criticised for including spurious matter, particularly in his earlier publications.","there are several large collections of his letters in print, some of which remain unfortunately expurgated by over-protective editors.",0.18290390723666045
149,"trump has stated , "" this is not a muslim ban, as the media is falsely reporting.""","the president clarified , ""to be clear , this is not a muslim ban, as the media is falsely reporting.""",0.6959211401162846
150,"the movement produced its own music, art, and publications, and engaged in activities such as giving...",riot grrrl (or riot grrl) is an indie-punk feminist movement that reached its height in the 1990s but continues to exert significant influence over alternative culture.,0.12752563032435468
151,the human rights campaign rates glick at 100% on lgbt rights issues and the new york state league of conservation voters gives her a 100% rating on conservation issues.,deborah glick is the left-wing democratic new york state assembly member for the 66th assembly district (lower manhattan).,0.21874999999999997
152,"in 1911, he published theory of heat which used statistic mechanics as a basis for the first time.","66 maja is a dark , quite large main-belt asteroid.",0.15
153,this has led some observers and p olitical opponents to the suggestion that voting is no longer secret and the system has become a form of a totalitarian control .,the most worrying fact is that the government has recognized that it used the nation's money to campaign for president chvez (according to venezuelan laws this is a clear evidence of electoral fraud) .,0.2639631887789272
154,"theorists in positive psychology refer to visible self-control as self-regulation , which is the process that people use to exert control over themselves.",self-discipline can be defined as the ability to motivate oneself in spite of a negative emotional state.,0.20833333333333334
155,"the klefts lost the struggle and raykos found himself a bandit, some would argue that the distinction between klefts and bandits was never a great one to begin with. in 1806 he was awarded a sainthood as a local orthodox folk hero .","he left his village at the age of 13 and enrolled as a mercenary in the ottoman militia of the local despot, ali pasha.",0.24444444444444446
156,arica is situated in the middle of the atacama desert which makes it a great place for astronomical observations as it attracts very few cloudy skies.,"it is a complex volcano located in chile's xv region of tarapaca, and towers over the picturesque town of putre.",0.25925925925925924
157,"however , fawn brodie, a skeptical historian of mormonism, believed that joseph smith's theory of the hebraic origin of the american indians came ""chiefly"" from view of the hebrews.","fawn brodie, the first important skeptical historian of mormonism, believed that joseph smith's theory of the hebraic origin of the american indians came ""chiefly"" from view of the hebrews.",0.9142857142857143
158,these new applications sharply decrease the acceptance rate of applications from turkish kurd applicants from closer to 90% to lower than 10%.,"the japanese government has not granted refugee status to any of the kurds in japan who have fled from turkey due to persecution and resulted in them living in destitution, with no education and having no legal residency status.",0.12655018177033167
159,"in 1999, mccutcheon unleashed herself as a new solo pop - artist with virgin records , surprising critics and doubters alike by scoring a number 1 in the uk singles chart with the ballad ""perfect moment"" (originally recorded by edyta grniak in 1997).","in 1999, mccutcheon unleashed herself as a new solo pop - artist with virgin records , surprising critics and doubters alike by scoring a number 1 in the uk singles chart with the ballad ""perfect moment"" (originally recorded by edyta grniak in 1997).",1.0
160,"it was speculated , coming from an anonymous source, that the patriots may have attained and used film of the the rams' practice session the week before the super bowl.","filming the practice of another team is illegal in the nfl, it is considered cheating, and it is speculated that the patriots may have attained and used film of the the rams practice the week before the super bowl , coming from an anonymous source .",0.577033108127529
161,some of mallika sarabhai's most prominent speeches are with hanuman when he reaches lanka.,the most interesting of her speeches are with hanuman when he reaches lanka.,0.6875
162,"in classic french the sea is called ""mer du japon"".","towards the end of the 19th century sea of japan appears increasingly, and was standardized 1919 by the international hydrographic bureau.",0.106931392899502
163,all board members were eventually dismissed and the old board returned to office in january 2007.,shaikh was finally removed from the board.,0.17647058823529413
164,"the band also released its first full-length live album , 9.0: live, in 2005, recorded in a concert in new york city (including special tracks from the 'disasterpieces' dvd) .","their second album iowa was released in 2001, it is a heavier album than their debut .",0.16666666666666669
165,whether or not this understanding of early development is sustainable has been central to the debate among contemporary theologians .,"therefore, while the expressions ""god the father"", ""god the son"", and ""god the holy spirit"", especially when used together, could be thought to contain a whiff of modalism, these terms should rather in their legitimate use be understood as neither (a) suppressing the uniqueness and distinct existence of each of the three hypostases, nor (b) as reducing the difference among the three to mere ""masks"" (greek prosopa, latina personae) of the one god ( the error of modalism ), nor (c) as minimizing the unique monarchy of the father.",0.0021629238007801585
166,"his most famous innings was in the second test against england at sydney in december 1946; he scored 234 ; setting a world-record 405-run fifth wicket partnership with don bradman, who also scored 234 .","he is best remembered in cricket terms for scoring 234 in the second test against england at sydney in december 1946; exactly the same score as his captain, don bradman, in the process setting a world-record 405-run fifth wicket partnership.",0.5815777768784282
167,"each member has faced financial hardships, though they are beginning to be fixed.","the team debuted during the 2013 foundation cup and is owned by topboss plastic, inc., a manufacturing company that produces different kinds quality pvc sheetings and durable linoleum",0.024525296078096157
168,"on the other hand, corba as a standard is also implemented by many vendors.",corba aims to bring to the table many benefits that no other single technology brings in one package.,0.25907159943137514
169,wynn has a star on the hollywood walk of fame at 6230 hollywood blvd.,"ed wynn (november 9, 1886Â  june 19, 1966) was a popular american comedian and actor noted for his perfect fool comedy character, his pioneering radio show of the 1930s, and his later career as a dramatic actor.",0.048221725546331695
170,"cohen has expressed skepticism of affirmative action, stating that ""there may be a time when...the reasons for justification of affirmative action have less validity,"" though he does not reject it a priori .","the st. louis globe-democrat awarded him its prestigious award for meritious service to his state three times, 1972, 1974, and 1976.",0.1282051282051282
171,"however, the quartet is also remarkable for its beauty and sensitive part writing, and represents some of the composer's best work from the 1860s","18, it was later slightly revised in 1888. because it was first written at a earlier date, it lacks some folk elements found in most of dvok's later works , although it is generally considered to be one of his more expressive pieces .",0.10594680637088218
172,"by one account, both girls were raped before they were killed .","by one account, both girls were raped before they were killed .",1.0
173,"the historian denis mack smith , however, counters that mussolini, who initially had no intention of passing anti-semitic laws, was influenced by hitler.","william shirer in the rise and fall of the third reich suggests that mussolini enacted the laws to appease his powerful german allies, rather than to satisfy any legitimate anti-semitic sentiment among the italian people.",0.2045862371784027
174,"in such cases, the choice of tone is dependent on the preceding tone and is known as sandhi tone change .",some words with a toneless final syllable variant can be read with neutral tone or with the original tone.,0.18181818181818182
175,"it is difficult to recommend a particular dictionary to be used in preference to any other, but among the more popular dictionaries are this one , the shorter oxford english dictionary or the oxford english dictionary itself.","chambers' cyclopaedia, superbly digitized and made available online by the university of wisconsin digital collections center.",0.07692307692307693
176,"one terminal patient was heard to observe that ""the only achievable goal i had was my father's death"" .","his daughter said he was in ""fine spirits"", gorging himself on cake and coffee.",0.18181818181818182
177,"in the past, prosperous jews were often taxed on the basis of their presumed income as opposed to that which they actually received .","in some communities, men forego work and spend their entire lives studying torah .",0.15999999999999998
178,"some consider the "" odes on various subjects "" , which include "" on a distant prospect of eton college "" , to be among the most important poetry ever written in english, ranking with the best of shakespeare and milton.","this series of odes is nearly 'universally' considered to be among the most important poetry ever written in the english language , ranking with the best of shakespeare and milton.",0.5581395348837209
179,the site is run by editior management companies.,wnd (worldnetdaily) is an american fringe far right news and opinion website and online news aggregator.,0.07315399729064567
180,"during a flight a banner is flown written by the attackers , oscar perez in a helicopter to attack the supreme tribunal of justice and the interior ministry of venezuela.",an anti-government coalition uses a police helicopter to attack the supreme tribunal of justice and the interior ministry of venezuela.,0.5161290322580645
181,"his most successful track to date was ""halcyon"" in 2002 (re-released in 2003) under the name binary finary .","andy moor (born andrew beardmore on january 16, 1980 in stoke on trent, united kingdom) is one of the world's most credited trance and progressive producer-djs.",0.17639330413871673
182,"despite his revolutionary vision and methods, mondragon 's commitment to the working class is often questioned, as he has often been accused of paying extremely low wages.","it did not take him too long to see the success of his idea, but his ambition and greed led him to take advantage of the workers by paying them extremely low wages.",0.31037663245989183
183,"wright has described herself as a "" drunk "" and in a "" terrible drunken depression multi-daily "" drinking a bottle of vodka a day .","wright's mother died in 1975 and her brother in 1985, which sent wright into a serious depression and struggle with alcoholism.",0.23076923076923078
184,"it suggests that in the absence of taxes, bankruptcy costs, and asymmetric information, and in an efficient market, that the value of a firm is unaffected by how that firm is financed.","the modiglianimiller theorem (of franco modigliani, merton miller) forms the basis for modern thinking on capital structure.",0.13513513513513517
185,"stemming from a 2004 legal case, some schools, government institutions, and other organizations now refer to the holiday as ""thanksgiving day,"" while others continue using the traditional name ""fieldston day.""","calvert hall college and loyola blakefield, two private high schools in towson, maryland have an annual football game played on thanksgiving day , where loyola constantly dominates the ""cardnials"" .",0.28205128205128205
186,"larger audiences remotes audience growth and """" commercialization of college radio . """"""","mtvu is a large, comprehensive television network ideal for college students .",0.12500000000000003
187,new south wales premier barry o'farrell said that the tariff reduction was necessary to prevent the government from having to pay nearly for solar power generated in the state to meet electricity retailer's tariff guarantees under previous legislation . the nsw solar power industry has reacted with shock that the government would override existing commercial contracts with retrospective legislation.,"without compensation, the rebate tariff will be reduced by 33% to 40 cents a kilowatt hour from july 1, 2011 through to the conclusion of the scheme in 2016. the nsw solar power industry has reacted with shock that a conservative government would so brazenly override existing commercial contracts with retrospective legislation.",0.45901639344262296
188,"on 3 february 2007, he signed a four-month contract with deportivo de la coruÃ±a, rejoining the galicians to help them with their battle against relegation.","after being linked with several clubs in spain and overseas, including bolton wanderers, tristn agreed to rejoin real mallorca after a six-year hiatus, but was released by the insular side on january 31, 2007, due to a lack of fitness, form and goals.",0.14650522017686265
189,"other reasons for the invasion claimed by opponents have included a perceived desire to dominate the middle east and control iraq's oil resources, and divert attention from domestic problems faced by the administration in the united states .",other reasons for the invasion stated by officials have included concerns about terrorism and the abuse of iraqis by their own government and iraq's oil wealth.,0.4
190,with much of the software they execute linked against libraries and default software server install base in much broader systems .,the term gnu/linux is used to refer to operating systems which distribute the linux kernel with the gnu userland.,0.19047619047619047
191,the film portrays the couple as ruthless criminals whose personal lives and social backgrounds instigated the crime spree .,"bonnie and clyde (1967) is a film about the infamous couple, bonnie parker and clyde barrow, who roamed the united states' southwest robbing banks during the great depression.",0.1672940035179747
192,"this assessment is supported by some, however it is also common for critics to lay blame at the feet of the justice department or other parties.","by the late 1990s, the success of microsoft windows , partially a result of microsoft's questionable business practices, had driven rival commercial operating systems into near-extinction, and had ensured that the ibm pc compatible computer was the dominant computing platform.",0.11676546857170889
193,it is a gripping plot that does not satisfy all to see a criminal get away with such a clever and elaborate crime but the reader wants to see the crime succeed after going through how it was accomplished.,"not a penny more, not a penny less was jeffrey archer's first novel, first published in 1976. it was said to have been inspired by archer's real-life experience of near-bankruptcy , and is regarded by many to be his best novel to date .",0.20468268826949548
194,test 1 one was 'to suck on a copper penny (actually pennies are often only copper-coated ) . ',test number one was to suck on a copper penny (actually pennies are made of almost 97.5% zinc ).,0.6333861926251716
195,"born in 1974 , jeremy scahill is an american investigative journalist with expertise on a number of global issues, most notably the recent rise of private military companies.","jeremy scahill (born c. 1974) is an american investigative journalist with expertise on a number of global issues, most notably the recent rise of private military companies.",0.9027350271165387
196,in 1928 he left palestine for the us to pursue an acting career .,spiegel came briefly to hollywood in 1927 following a stint serving with hashomer hatzair in palestine.,0.2306050705729684
197,in 2004 he was forced to retire after being diagnosed with als.,in 2004 he was forced to retire after ironically being diagnosed with als.,0.925961078642316
198,"pittsburgh pirates ( 1986 â 1992 ) onclick="" return xt _ - > and early seasons with the giants (1993â 1996 ) barry was drafted first overall by the pittsburgh pirates in the 1985 mlg draft out of arizona state university. in541 1992 , onclick="" return xtso( this , 'kw' , '1','fml' , '1' );"" onmouseout="" nd ( )"">onclick="" return xtso( this , 'kw' , '','fml' , '1' );"" onmouseover="" return xt _ - > on (the) onclick="" return xtclk(' -> ','fsf',' ','B ',' ', ' ')"">june525 1992 , onclick="" return xtso( this , 'kw' , '1','fml' , '1' );"" onmouseout="" nd ( )"">onclick="" return xtso( this , 'kw' , '','fml' , '1' );"" onmouseover="" return xt _ - > on (the) =>w _ ch _ >24milliseconds =>hammer icon used by w _ ch people 38 _ 0 ) .",barry attended university high school in san diego where he began surfing and graduated from baseball juggernaut usc.,0.022222222222222227
199,"on the other hand, some people attribute jealousy or emotionalism to biological programming of pair bonding, but allow themselves to opt out conscious volition from allowing ethical judgements to intervene on purely biological and emotional behaviorism.","however, many people do not equate fidelity in personal relationships with sexual or emotional monogamy.",0.1282051282051282
200,"it is known for its rigorous academic program, outstanding college admissions program, excellent local and foreign service program, and diversity in types of student activities.","it is known for its academic excellence , outstanding college admissions program, excellent local and foreign service program, and diversity in types of student activities.",0.9310344827586207
201,"in march 2011, conservative activist , known for his ambush interviews james o'keefe conducted a sting operation during which departing npr vice president for fundraising ronald schiller was recorded heavily criticizing the tea party, describing them as ""fanatically involved in people's personal lives and very fundamentally christiani wouldn't even call it christian...basically, they believe in white, middle america, gun-totingit's pretty scary.","in march 2011, conservative activist known for his ambush interviews , james o'keefe conducted a sting operation during which departing npr vice president for fundraising ronald schiller was recorded heavily criticizing the tea party, describing them as ""fanatically involved in people's personal lives and very fundamentally christiani wouldn't even call it christian...basically, they believe in white, middle america, gun-totingit's pretty scary.",1.0
