Sample Index,Source Text,Predicted Neutral Text,True Neutral Text
246,"in 1997, the charismatic episcopal church sought and acquired reconsecration and reordination of all of its clergy by the brazilian catholic apostolic church, thus strengthening their lines of apostolic succession.","in 1997, the charismatic episcopal church sought and acquired reconsecration and reordination of all of its clergy by the brazilian catholic apostolic church, thus strengthening their lines of apostolic succession.","in 1997, the cec sought and acquired reconsecration and reordination of all of its clergy by the brazilian catholic apostolic church, thus strengthening their lines of apostolic succession."
256,"for example, some academics estimate that the pentateuch was written somewhere between the 10th and the 6th century bce.","according to princeton university 's lawrence a. tritle, "" it is difficult to define since there is no agreement , about what constitutes the present having a linkage with the past "" .","for example, academics estimate that the pentateuch was written somewhere between the 10th and the 6th century bce."
268,"st.pats town regained the shield in 2008, but lost it to the mighty wellington college in 2009. s.",the losing team in a first round contest may challenge the holders to a 'winner-takes-all' match if they finish the round-robin in the top four and this challenge match may be played on one of the challenger's home grounds if the challenger is not in the top four at the end of the first round.,"st.pats town regained the shield in 2008, but lost it to wellington college in 2009."
273,"some of those remaining, like in edinburgh, have been converted into high street coffee bars, though the city has many dozens remaining untouched - sadly in various states of disrepair.",the upmarket retail environment of the city has the official designation of capital shopping district.,"some of those remaining, like in edinburgh, have been converted into high street coffee bars, though the city has many dozens remaining untouched , most in various states of disrepair."
275,"thanks to her self-taught knowledge of computers and technology , in addition to a camera-friendly appearance, she was quickly promoted to an on-screen member of the program where she presented daily in-depth segments dealing with microsoft windows and linux operating systems, and on select occasions hosted the screen savers herself.","this led to onscreen work, situations of breaking news such as the w32.blaster.worm. incident and was called ""the tech when tech wasn't cool.""","her self-taught knowledge of computers and technology helped promote her to an on-screen member of the program where she presented daily in-depth segments dealing with microsoft windows and linux operating systems, and on select occasions hosted the screen savers herself."
279,"the anthology format made the show an excellent venue to try out characters and settings for series development, and, during its broadcast run, police story generated three spin-offs.","it was recognized for its realism and hence when they were tasked with making a television film that would convey the facts of a police shooting, actor-producer joseph wambaugh , declared because of my total distaste for television's treatment of anything realistic, i do not ever say that anything done for tv is realistic simply picked up an arthur hailey tv block book because it seemed to deal with the mechanics of police work in new york city  and thought he had found the solution for tacking his police shooting film onto an episode of police story.","the anthology format allowed the show to try out characters and settings for series development, and, during its broadcast run, police story generated three spin-offs."
280,"after leaving universal, he worked sporadically, in part due to his typecasting, in part because of a drinking problem and, in later years, in part because of the ravages of throat cancer, the same disease that had slain his more famous father at the height of his career .","because of the ravages of throat cancer, the same disease that had claimed his father's life, atop his own drinking problem ,","after leaving universal, he worked sporadically, in part due to his typecasting, in part because of a drinking problem and, in later years, in part because of the ravages of throat cancer, the same disease that had claimed his father 's life ."
282,"unlike english (a language which seems convoluted at times to non-native speakers), ido is designed for grammatical, orthographic, and lexicographical regularity, and to favour no one who might otherwise be advantaged due to native fluency.","ido is an international language , designed by the prague linguistic circle to maintainstead of the phonetically opaque english spelling, languages are written as they are pronounced in ido, occasionally with the addition of diacritics or digraphs .","ido is designed for grammatical, orthographic, and lexicographical regularity, and to favour no one who might otherwise be advantaged due to native fluency."
284,"from this, diplo went from an unknown dj to taking off as a producer, landing him collaborations with major artists like shakira, robyn, kid cudi, bruno mars and snoop dogg, as well as work with maluca, kid sister, die antwoord, alex claire, rolo tomassi, amanda blank, dark meat and many more who all sought to incorporate diplos worldly electro instrumentations into their respective sounds .","in 2005, diplo founded record label mad decent. in 2008, ''swingn'' party'', ''co-produced '' by diplo, is score leader rob stern's ''sex lab, robot team, hypno sex 4000'' is the theme song for the ''sex lab, robot team, hypno sex 4000'' fitness video by physical and spiritual fitness llc{ref}http://www.briterevolution.com/features/article/eternal_fame_roulottes/ 20091204{/ref} helmed festubert{{sic}} and armstead, for the fitness video of the same name as the company behind the film, renegade mosaic inc., mentions diplo's mad decent label poster on the dvd box .","from this, diplo went from an unknown dj to taking off as a producer, landing him collaborations with artists like shakira, robyn, kid cudi, bruno mars and snoop dogg, as well as work with maluca, kid sister, die antwoord, alex claire, rolo tomassi, amanda blank, dark meat."
285,"more recent progressive innovations include the nation's only doctor-assisted suicide law (see oregon ballot measure 16 (1994) ) which is being threatened by the federal government , legalization of medical marijuana, and among the nation's strongest anti-sprawl and pro-environment laws.",there have been some major innovations in government policy in recent years .,"more recent progressive innovations include the nation's only doctor-assisted suicide law , called the death with dignity law ( which was challenged in 2005 by the bush administration in the u.s. supreme court) , legalization of medical marijuana, and among the nation's strongest anti-sprawl and pro-environment laws."
287,john madden is a legendary american football coach and football announcer.,"in the popular video game series, madden is called the game's "" namesake "" and an ""all- time great "" while ""among the finest ( if overexposed) tv football analysts. """,john madden is a american football coach and football announcer.
290,"in the end of 1944, the axis troops were defeated by the soviet red army and the whole vojvodina came under control of the yugoslav titoist forces.","the greatest number of victims of the war were the serbs of vojvodina, about 30,000 of which are thought to have of been killed out of a population of 200,000 in the ap vojvodina.","in the end of 1944, the axis troops were defeated by the soviet red army and the whole vojvodina came under control of the yugoslav partisan forces."
292,"undercover boss is a multi emmy award winning american 2010 reality television series, based on the british series of the same name and produced by studio lambert in both countries.","the first episode aired on cbs on february 7 , 2010 .","undercover boss is an american reality television series, based on the british series of the same name and produced by studio lambert in both countries."
294,"at the 2000 mtv vmas, bass player tim commerford climbed to the top of the stage set and nearly brought the left stage down, it was in protest of the fact that limp bizkit , whose video was merely other celebrities lip-synching the words to the song ""break stuff "" in front of the band performing, won best rock video instead of rage against the machine's ""sleep now in the fire"".","customers who compile and run custom programs on their routers are clearly a small minority of home users, but that minority is the linux target audience .","at the 2000 mtv vmas, bass player tim commerford climbed to the top of the stage set and nearly brought the left stage down, it was in protest of the fact that limp bizkit 's break stuff won best rock video instead of rage against the machine's ""sleep now in the fire""."
298,sirota was also involved in a major scandal in 1999 when he worked for mayoral candidate dwight evans in philadelphia.,sirota first achieved national notoriety in 1997 through his efforts to raise awareness of racism at newsweek magazine.,sirota was also involved in a controversy in 1999 when he worked for mayoral candidate dwight evans in philadelphia.
301,"savage is an extremist, controversial independent american conservative talk radio host, author and political commentator.","] , the council on american-islamic relations, the southern poverty law center, and the human rights campaign.","savage is a controversial independent american conservative talk radio host, author and political commentator."
304,"in the preface to the british edition (reprinted in letters from a war zone, 185-194), dworkin remarked on how the new right in the united states focused especially on preserving male authority in the family, the promotion of fundamentalist versions of orthodox religion, combating abortion, and undermining efforts to combat domestic violence (192-193), but that it also had, for the first time, ""succeeded in getting women as women (women who claim to be acting in the interests of women as a group) to act effectively in behalf of male authority over women, in behalf of a hierarchy in which women are subservient to men, in behalf of women as the rightful property of men, in behalf of religion as an expression of transcendent male supremacy"" (193).","it has been suggested that the """"vilification and banishment of andrea dworkin"""" has been a central objective of the men's rights movement and those of the political right with which they often work in concert.","in the preface to the british edition (reprinted in letters from a war zone, 185-194), dworkin stated that the new right in the united states focused especially on preserving male authority in the family, the promotion of fundamentalist versions of orthodox religion, combating abortion, and undermining efforts to combat domestic violence (192-193), but that it also had, for the first time, ""succeeded in getting women as women (women who claim to be acting in the interests of women as a group) to act effectively in behalf of male authority over women, in behalf of a hierarchy in which women are subservient to men, in behalf of women as the rightful property of men, in behalf of religion as an expression of transcendent male supremacy"" (193)."
306,it was during his time at sea that mills witnessed great loss of life caused by the tragically unsafe engaging and disengaging methods used on ship lifeboats.,it was during his time at sea that mills witnessed loss of life caused by the unsafe engaging and disengaging methods used on ship lifeboats.,it was during his time at sea that mills witnessed great loss of life caused by the unsafe engaging and disengaging methods used on ship lifeboats.
308,"features new to mercenaries 2 includes an improved version of the completely destructible environments from the last game , co-operative mode , a fire effects engine that allows the player to ignite things such as oil or foliage, improved artificial intelligence for non-player characters and the ability to swim.","players can be seen clambering up buildings, setting charges on fuel tanks, and exchanging fire with people on boats, lmg nests or on foot.","features new to mercenaries 2 include completely destructible environments, co-operative mode , a fire effects engine that allows the player to ignite things such as oil or foliage, improved artificial intelligence for non-player characters and the ability to swim."
320,"unfortunately , the film grossly overexaggerated the sensitivity of this explosive mixture.","however , the film suggested that the substances are not as sensitive as they actually are .","however , the film grossly exaggerated the sensitivity of this explosive mixture."
322,"in september 2006, greer's column in the guardian newspaper about the death of australian steve irwin attracted criticism as a ""distasteful tirade"" on the much-beloved personality days after his tragic death .","in september 2006, greer's column in the guardian newspaper about the death of australian steve irwin attracted criticism as a ""distasteful tirade"" on irwin just days after his death .","in september 2006, greer's column in the guardian newspaper about the death of australian steve irwin attracted criticism for what was reported as a ""distasteful tirade""."
323,"he was accused of being a soviet spy in 1948 and convicted of perjury in connection with this charge in 1950. although new evidence has added a variety of information to the case, hiss 's guilt or innocence remains controversial .","he was accused of being a so soviet spy in 1948 and convicted of perjury in connection with this charge in 1950. however , although new evidence has been introduced into the case, hiss is maintaining his innocence .","he was accused of being a soviet spy in 1948 and convicted of perjury in connection with this charge in 1950. since the release of new evidence, most scholars believe hiss was indeed a spy."
324,"babel is the hebrew term for babylon, and the story of the tower of babel is often associated with the construction of the etemenanki, the ziggurat to marduk, by nabopolassar (610s bc).","however , it may have represented any of the large temples of the city, especially the temple of marduk , eg borsippa or ekur, or a new structure altogether.","babel is the hebrew equivalent of akkadian babilu (greek babylon ) , and the tower of babel has often been associated with known structures, notably the etemenanki, the ziggurat to marduk, by nabopolassar (610s bc)."
330,"community forestry also contributes to community development in rural areas for instance school construction, irrigation and drinking water channel construction, and road construction.","additionally, community forestry is also involved in school construction, irrigation and drinking water channel construction, and road construction.","community forestry may also contribute to community development in rural areas for instance school construction, irrigation and drinking water channel construction, and road construction."
333,"julissa d'anne gomez (november 4, 1972 – august 8, 1991) was an american gymnast whose rapid rise through the ranks of elite gymnastics in the mid-1980s was tragically cut short by a vaulting accident in 1988 that left her a quadriplegic.","the eldest of six children , gomez lived with her family in houston , texas, where she began her gymnastics training at the age of five .","julissa d'anne gomez (november 4, 1972 – august 8, 1991) was an american gymnast whose rapid rise through the ranks of elite gymnastics in the mid-1980s was cut short by a vaulting accident in 1988 that left her a quadriplegic."
340,"the haditha killings (also called the haditha incident and haditha massacre ) refers to the incident where up to 24 iraqi noncombatant civilians were allegedly massacred by a group of united states marines on november 19 2005 in haditha, a city in the western iraqi province of al anbar.","the haditha killings (also called the haditha incident ) refers to the incident where up to 24 iraqi al-qaeda sympathizers were allegedly killed by a group of united states marines on november 19 2005 in haditha, a city in the western iraqi province of al anbar.","the haditha killings (also called the haditha incident) refers to the incident where up to 24 iraqi al-qaeda sympathizers were allegedly killed by a group of united states marines on november 19 2005 in haditha, a city in the western iraqi province of al anbar."
341,"there were other cases from may 1940 where sousa mendes disobeyed circular 14. examples include the ertag, flaksbaum and landesman families, all granted visas on may 29, 1940 despite having been explicitly rejected in a telegram from the portuguese dictator salazar to sousa mendes.","the consular staff in bayonne split in their support for sousa mendes' defiance of circular 14, with eight of the thirteen consul employees signing a public letter of protest sought by sousa mendes to greet marcel flaksbaum , and heads of many of the families , granded visas on may 29, 1940 before setting sail to america .","there were other cases from may 1940 where sousa mendes disobeyed circular 14. examples include the ertag, flaksbaum and landesman families, all granted visas on may 29, 1940 despite having been rejected in a telegram from the portuguese dictator salazar to sousa mendes."
350,"despite his bleak existentialist outlook, solidified in the public mind through his articulate and vivid series of interviews with david sylvester, bacon in person was highly engaging and charismatic, articulate, well-read and unapologetically gay.","as such, bacon is an autodidact who quickly educated himself about a wide range of subjects from furniture design to greek mythology.","despite his bleak existentialist outlook, solidified in the public mind through his articulate and vivid series of interviews with david sylvester, bacon in person was highly engaging and charismatic, articulate, well-read and openly gay."
352,in season 2013- 2014 the senior team won their first silverware in the sos league when they won the potts cup and the cree lodge cup proving that amateur players could be successful in this league .,"the first team won the potts cup and the cree lodge cup in season 2013- 2014 , proving that amateur players could be successful in the league .",in season 2013- 2014 the senior team won their first silverware in the sos league when they won the potts cup and the cree lodge cup.
353,"so whereas ""pro-life"" people use medical terms such as ""unborn child"", ""unborn baby"", or ""prenatal"" (""postnatal"" refers to infant after birth), ""pro-choice"" people use medical terminology such as zygote, embryo, or fetus.","opponents of ""pro-life"" call the latter imprecise, emotional terms and pro-choice calls the latter precise , medical terms .","so whereas ""pro-life"" people use imprecise, emotional terms such as ""unborn child"", ""unborn baby"", or ""prenatal"" (""postnatal"" refers to infant after birth), ""pro-choice"" people use precise, medical terminology such as zygote, embryo, or fetus."
360,"in fact, the living constitution theory may reduce an individual's ability to influence his government, as has been noted in a speech by justice antonin scalia:","the theory can reduce an inidivuals ability to influence his government, as has been noted in a speech by justice antonin scalia:","in fact, the living constitution theory may reduce an inidivuals ability to influence his government , transfering that decision making power to unelected judges , as has been noted in a speech by justice antonin scalia:"
361,"bernhard hoetger (born 4 may 1874 in dortmund; died 18 july 1949 in interlaken) was an important german sculptor, painter and handicrafts artist of the expressionist movement.",hoetger was settled in darmstadt from 1908 to 1914.,"bernhard hoetger (born 4 may 1874 in dortmund; died 18 july 1949 in interlaken) was a german sculptor, painter and handicrafts artist of the expressionist movement."
368,"the number and types of custom maps (and custom map categories) for the game is constantly rising , meaning that most people can find something to their taste.","like other games, this novelty wears off after a few weeks and the players once again only play on strategic grounds.",the number and types of custom maps (and custom map categories) for the game is constantly rising .
369,"gritty but funny , rice's stories uniquely combine the hardboiled detective tradition with no-holds-barred, screwball comedy.",rice creates eclectic and realistic characters.,"gritty but humorous , rice's stories uniquely combine the hardboiled detective tradition with no-holds-barred, screwball comedy."
370,"the banded carbide precipitates appear in the blade as a beautiful swirling patterning, apparently the origin of the term damask.","japanese swords are produced by forging a large block of steel into a blade with a rectangular cross-section, which is then laminated repeatedly to produce a curved sword with a cross-section in the form of a pear, an elliptically convex slicing edge , and a front ridge.hexahedral ior octaiodral patches of crystals were used to concentrate and improve the mechanical properties of the steel, which avoided the necessity of large scale chemical segregation in the steel ingots. these transformations are facilitated by the heat treating, forming, and forging and are driven by the effort made by the metal to reduce its total energy associated with the effects of internal and external forces.","the banded carbide precipitates appear in the blade as a swirling patterning, apparently the origin of the term damask."
376,"tom petty, 66, american hall of fame musician (tom petty and the heartbreakers, traveling wilburys) and voice actor (king of the hill), heart attack.","arenal smith, 75, american character actor (midnight cowboy , dead man walking ) and author (how to get away with it), paris, france .","tom petty, 66, american musician (tom petty and the heartbreakers, traveling wilburys) and voice actor (king of the hill), heart attack."
377,"17 may 1973 - arthur place (29), derek reed (28), sheridan young (26), barry cox (28) and frederick drake (25), all off duty members of the british army, were murdered by a provisional irish republican army booby trap bomb while getting into a car, outside the knock-na-moe castle hotel, omagh.","the sinn féin member of parliament for fermanagh and south tyrone , hunger striker bobby sands was elected in a 1981 by-election while serving a prison sentence.","17 may 1973 - arthur place (29), derek reed (28), sheridan young (26), barry cox (28) and frederick drake (25), all off duty members of the british army, were killed by a provisional irish republican army booby trap bomb while getting into a car, outside the knock-na-moe castle hotel, omagh."
379,"with perspectives on personal finance and investing that often contradict conventional wisdom, kiyosaki is well known for simplifying complex concepts and ideas related to business, investing, finance, and economics and his storytelling ability that resonate with audiences of all ages and backgrounds.","robert kiyosaki is the author of over 20 books, including the popular rich dad poor dad series, his biography, and a number of books in which he advocates the views expressed in rich dad poor dad, with perspectives often contradicting conventional wisdom.","kiyosaki is well known for simplifying complex concepts and ideas related to business, investing, finance, and economics and his storytelling ability that resonate with audiences of all ages and backgrounds."
380,"well known in the chicago area, argo tea primarily sells a variety of hot and cold tea-based signature drinks.",this text does not contain detectable subjective bias.,it primarily sells a variety of hot and cold tea-based signature drinks.
384,"it is basically the first supercar created by the volkswagen company since it has beaten the world 24-hour speed record , which also makes it legendary .","being a two-seat all-wheel drive coupe , it is indeed a car quite different from the boxtser, cayman or 911.","it is the first supercar created by the company , and has since beaten the world 24-hour speed record."
385,"of the ""cambridge five"" espionage cell, philby is believed to have effected the most damage to british and american intelligence, providing classified information to the soviet union that caused the deaths of scores of agents , and indirectly, the korean war .","philby is believed to have effected the most damage to british and american intelligence, providing classified information to the soviet union that caused the deaths of scores of agents.","of the ""cambridge five"" espionage cell, philby is believed to have effected the most damage to british and american intelligence, providing classified information to the soviet union that caused the deaths of scores of agents."
386,osogato came out of stealth mode at superhappydevhouse.,osogato is built in mostly python and a lil' c.,osogato was launched at superhappydevhouse.
389,"in the presidential election of 1940, lewis, heavily dependent on pro-soviet organizers, rejected roosevelt and supported wendell willkie, the republican candidate, fearing roosevelt's intention for american involvement in world war ii at a time when the soviet union supported germany.","one of lewis's major complaints during his time as a cio officer was that american wars were fought to supply wall street with money, a theme he later echoed in opposing the vietnam war.","in the presidential election of 1940, lewis, heavily dependent on pro-soviet organizers, rejected roosevelt and supported wendell willkie, the republican candidate, fearing roosevelt's desire for american involvement in world war ii during a period in which the soviet union maintained a non-aggression pact with germany."
393,"many churches operate throughout the hills district, including, notably, the mormon's sydney australia temple in carlingford, the infamous hillsong church situated in norwest business park.",the church has been criticised for its teachings and its handling of allegations of sexual abuse in the church.,"many churches operate throughout the hills district, including, notably, the mormon's sydney australia temple in carlingford, the hillsong church situated in norwest business park."
395,"the hsd ""neutral gear"" is achieved by turning the engine off.","some users of the toyota prius have reported that their vehicle accelerates unexpectedly from a standstill or slow speed, including reports of ""silent surging"" in parking lots or garages.","the hsd ""neutral gear"" is achieved by turning the electric motors off."
399,"the finnish band him remade this song, and in the process created an undeniably bastardization of the once glorias song, first using it in their demo this is only the beginning, then in their ep 666 ways to love: prologue, then another recording on their first album greatest love songs vol.","some people believe the finnish band him remade this song, first using it in their demo this is only the beginning, then in their ep 666 ways to love: prologue, then another recording on their first album greatest love songs vol.","the finnish band him remade this song, first using it in their demo this is only the beginning, then in their ep 666 ways to love: prologue, then another recording on their first album greatest love songs vol."
401,"radcliffe on trent is a large upmarket village and civil parish in the rushcliffe borough of nottinghamshire, with a population of around 8,000 .",the village is predominantly sought after due to its ideal location and sought after local schools .,"radcliffe on trent is a large village and civil parish in the rushcliffe borough of nottinghamshire, with a population of around 8,000 ."
409,in 2005-2006 the teachers went on strike to have more budget for the school and less students (average of 30 students per class) because it was becoming impossible to teach the students .,"the school was falling apart, both physically and academically. in the past ten years , they have a-led once.",in 2005-2006 the teachers went on strike to have more budget for the school and less students (average of 30 students per class) because it was becoming difficult to teach the students.
410,on the ihr website barbara kulaszka defends the distinction between denial and revisionism by listing the considerable revisions made over the years by mainstream historians and concludes:,"""ignoring these differences, she writes, ''has become common among people who object to the rewriting of history by revisionists.""",on the ihr website barbara kulaszka defends the distinction between denial and revisionism by arguing that considerable revisions have been made over the years by historians and concludes:
414,"they carried out arrests and torture of political opponents, but were disbanded after the brutal us invasion in 1989.","with no central government involvement in the latter phases of the war, the majority of atrocities occurred late in the war and during the period of cheap remobilization.","they carried out arrests and torture of political opponents, but were disbanded after the u.s. invasion in 1989."
415,"stepanakert airport , called khojaly airport by azerbaijan, is an airport in ivanyan , near stepanakert, the capital city of the de facto independent nagorno-karabakh republic (nkr) which is an internationally recognized part of azerbaijan.","stepanakert airport , called khojaly airport by azerbaijan, is an airport in ivanyan , near stepanakert, the capital city of the nagorno-karabakh republic (nkr) which is an internationally recognized part of azerbaijan.","stepanakert airport , called khojaly airport by azerbaijan, is an airport in khojaly , near stepanakert, the capital city of the de facto independent nagorno-karabakh republic (nkr) which is an internationally recognized part of azerbaijan."
418,"sadly, she died on march 6, 2006, before the film was completed.","reeve died on march 6, 2006, before the film was completed.","dana reeve died on march 6, 2006, before the film was completed."
419,"however, orlando prevented boston's first playoff series sweep in over twenty years by winning game 4 and, as a result, forcing game 5. on game 5 the orlando magic force game 6 with a dominating home win making the series 3-2, the celtics will return at td garden on game 6.","days later, the magic overcame a 3-0 series deficit in the series (just the ninth team in nba playoff history to do so).","however, orlando prevented boston's first playoff series sweep in over twenty years by winning game 4 and, as a result, forcing game 5. game 5 again saw orlando stave off elimination and force a game 6."
422,"december 10: in response to hamas firing mortar rounds into the neveh dekalim settlement in the gaza strip and wounding four israelis (including an 8 year old boy), israeli soldiers fired at the khan younis refugee camp (the origin of the mortars) killing a 7-year-old girl.","december 10: following hamas firing mortar rounds into the neveh dekalim settlement in the gaza strip and wounding four israelis (including an 8 year old boy), israeli soldiers return fire killing a 7-year-old girl.","december 10: following hamas firing mortar rounds into the neveh dekalim settlement in the gaza strip and wounding four israelis (including an 8 year old boy), israeli soldiers fired at the khan younis refugee camp (the origin of the mortars) killing a 7-year-old girl."
423,"micah stock (born december 31, 1988) is a tony award-nominated american actor.","stock portrayed the role of david in frontieres in 2016, and has appeared in various off-broadway productions.","micah stock (born december 31, 1988) is an american actor."
424,"other sources described the book as ""hagiographic,"" with neocon contrarian author max boot saying he would have liked to have seen ""a more objective"" portrait of petraeus presented.","the carnegie council hosted a debate in new york city, with the motion being that ""us foreign policy emboldens our enemies and disheartens our friends"" boot was on the con side of the debate, and the motion garnered roughly 64% percent of the audience vote.","other sources described the book as ""hagiographic,"" with author max boot saying he would have liked to have seen ""a more objective"" portrait of petraeus presented."
427,"she died in longview, texas, on january 9, 2002, from complications of open-heart surgery, nearly four years after her husband's passing .","he was a core member of opryland usa 's "" a nashville christmas "" dinner show, in which he played during his last christmas season .","she died in longview, texas, on january 9, 2002, from complications of open-heart surgery, nearly four years after her husband's death ."
429,"since leaving the business world in 1989, tompkins dedicated himself to environmental activism and land conservation.",tompkins has been active in various environmental activism and land conservation causes since leaving the business world in 1989 .,"since leaving the business world in 1989, tompkins was active in various environmental activism and land conservation causes ."
432,"at 09:30, one of the british submarines attacked southampton with two torpedoes, fortunately missing and in turn escaping when southampton tried to ram.","all but one of their torpedoes were duds, so mussolini's navy succeeded in putting a three day blockade on malta, losing only one destroyer in the engagement.","at 09:30, one of the british submarines attacked southampton with two torpedoes, missing and in turn escaping when southampton tried to ram."
434,economist robert barro believes that the keynesian multiplier is close to one .,"however, his findings have proved to be highly controversial and the vast majority of the economics profession reject his conclusion as ineffectual and dangerous to the economy .",economist robert barro believes that the keynesian multiplier is close to zero .
436,"beamng.drive boasts a real-time, soft-body dynamics physics structure to simulate its vehicles.",game features hq graphics and stunning visuals .,"beamng.drive uses a real-time, soft-body dynamics physics structure to simulate its vehicles."
437,"the currently most accepted solution, first proposed by smith (1941), postulates dependency on the presence of a pie laryngeal.","some scholars (e.g. lewis, 1989) consider the loss of voicing to be inherent in the pie laryngeals *h, *₁h, *₁*h, *₂h, *₁ with other scholars associating them _h with back vowels, on the other hand thing it is an independent feature of vowels including other scholars.","one currently accepted solution, first proposed by smith (1941), postulates dependency on the presence of a pie laryngeal."
443,"a handhold) refers to an israeli settlement within the west bank, (excluding jerusalem), constructed after 1991 without due authorization from the israeli government, as opposed to those settlements authorized by the israeli government in the occupied palestinian territories which are legal under israeli law , though all settlements, including outposts, are also considered illegal under international law.","a handhold) refers to an israeli settlement within the west bank, (excluding jerusalem), constructed after 1991 without due authorization from the israeli government, as opposed to those settlements in the occupied palestinian territories which have a legal status under israeli law.","a handhold) refers to an israeli settlement within the west bank, (excluding jerusalem), constructed after 1991 without due authorization from the israeli government, as opposed to those settlements in the occupied palestinian territories which have a legal status under israeli law."
445,"unfortunately, in rural india and several other countries, dowry is generally acknowledged to be a contributing factor to female infanticide.","it has been argued that in some developing countries female infanticide is a rational, profit-maximizing response to the low status of women in such societies, where dowry payments are then required in the event of marriage.","in rural india and several other countries, dowry is generally acknowledged to be a contributing factor to female infanticide."
448,"there are several large collections of his letters in print, some of which remain unfortunately expurgated by over-protective editors.","he has also been criticised for including spurious matter, particularly in his earlier publications.","there are several large collections of his letters in print, some of which remain expurgated by editors."
449,"the president clarified , ""to be clear , this is not a muslim ban, as the media is falsely reporting.""","trump has stated , "" this is not a muslim ban, as the media is falsely reporting.""","trump has stated , "" this is not a muslim ban, as the media is falsely reporting."""
458,riot grrrl (or riot grrl) is an indie-punk feminist movement that reached its height in the 1990s but continues to exert significant influence over alternative culture.,"the movement produced its own music, art, and publications, and engaged in activities such as giving...",riot grrrl (or riot grrl) is an indie-punk feminist movement that reached its height in the 1990s but continues to exert influence over alternative culture.
459,deborah glick is the left-wing democratic new york state assembly member for the 66th assembly district (lower manhattan).,the human rights campaign rates glick at 100% on lgbt rights issues and the new york state league of conservation voters gives her a 100% rating on conservation issues.,deborah glick is the democratic new york state assembly member for the 66th assembly district (lower manhattan).
462,"66 maja is a dark , quite large main-belt asteroid.","in 1911, he published theory of heat which used statistic mechanics as a basis for the first time.",66 maja is a dark large main-belt asteroid.
463,the most worrying fact is that the government has recognized that it used the nation's money to campaign for president chvez (according to venezuelan laws this is a clear evidence of electoral fraud) .,this has led some observers and p olitical opponents to the suggestion that voting is no longer secret and the system has become a form of a totalitarian control .,"a worrying fact for some is that the government has recognized that it used the nation's money to campaign for president chvez , which can be seen as electoral fraud under venezuelan law ."
464,self-discipline can be defined as the ability to motivate oneself in spite of a negative emotional state.,"theorists in positive psychology refer to visible self-control as self-regulation , which is the process that people use to exert control over themselves.",self-discipline can be viewed as the ability to motivate oneself in spite of a negative emotional state.
468,"he left his village at the age of 13 and enrolled as a mercenary in the ottoman militia of the local despot, ali pasha.","the klefts lost the struggle and raykos found himself a bandit, some would argue that the distinction between klefts and bandits was never a great one to begin with. in 1806 he was awarded a sainthood as a local orthodox folk hero .",he left his village at the age of 13 and enrolled as a mercenary in the ottoman militia of the local ruler ali pasha.
472,"it is a complex volcano located in chile's xv region of tarapaca, and towers over the picturesque town of putre.",arica is situated in the middle of the atacama desert which makes it a great place for astronomical observations as it attracts very few cloudy skies.,"it is a complex volcano located in chile's xv region of tarapaca, and towers over the town of putre."
473,"fawn brodie, the first important skeptical historian of mormonism, believed that joseph smith's theory of the hebraic origin of the american indians came ""chiefly"" from view of the hebrews.","however , fawn brodie, a skeptical historian of mormonism, believed that joseph smith's theory of the hebraic origin of the american indians came ""chiefly"" from view of the hebrews.","fawn brodie, a skeptical historian of mormonism, believed that joseph smith's theory of the hebraic origin of the american indians came ""chiefly"" from view of the hebrews."
476,"the japanese government has not granted refugee status to any of the kurds in japan who have fled from turkey due to persecution and resulted in them living in destitution, with no education and having no legal residency status.",these new applications sharply decrease the acceptance rate of applications from turkish kurd applicants from closer to 90% to lower than 10%.,"the japanese government has not granted refugee status to any of the kurds in japan who usually file it citing human rights issues and persecution in turkey and resulted in them living in destitution, with no education and having no legal residency status."
478,"in 1999, mccutcheon unleashed herself as a new solo pop - artist with virgin records , surprising critics and doubters alike by scoring a number 1 in the uk singles chart with the ballad ""perfect moment"" (originally recorded by edyta grniak in 1997).","in 1999, mccutcheon unleashed herself as a new solo pop - artist with virgin records , surprising critics and doubters alike by scoring a number 1 in the uk singles chart with the ballad ""perfect moment"" (originally recorded by edyta grniak in 1997).","in 1999, mccutcheon debuted as a solo pop artist with virgin records and scored a number 1 in the uk singles chart with the ballad ""perfect moment"" (originally recorded by edyta grniak in 1997)."
481,"filming the practice of another team is illegal in the nfl, it is considered cheating, and it is speculated that the patriots may have attained and used film of the the rams practice the week before the super bowl , coming from an anonymous source .","it was speculated , coming from an anonymous source, that the patriots may have attained and used film of the the rams' practice session the week before the super bowl.","filming the practice of another team is illegal in the nfl, it is considered cheating, and it is speculated that the patriots may have attained and used film of the the rams practice the week before the super bowl."
482,the most interesting of her speeches are with hanuman when he reaches lanka.,some of mallika sarabhai's most prominent speeches are with hanuman when he reaches lanka.,some of her most prominent speeches are with hanuman when he reaches lanka.
484,"towards the end of the 19th century sea of japan appears increasingly, and was standardized 1919 by the international hydrographic bureau.","in classic french the sea is called ""mer du japon"".",the name sea of japan was standardized in 1919 by the international hydrographic bureau.
495,shaikh was finally removed from the board.,all board members were eventually dismissed and the old board returned to office in january 2007.,shaikh was later removed from the board.
503,"their second album iowa was released in 2001, it is a heavier album than their debut .","the band also released its first full-length live album , 9.0: live, in 2005, recorded in a concert in new york city (including special tracks from the 'disasterpieces' dvd) .","their second album iowa was released in 2001, debuting at the third spot on the billboard charts ."
