Sample Index,Source Text,Predicted Neutral Text,True Neutral Text
496,"some publicity about internet -initiated sex crimes against minors asserts that they involve deceit and violence, and begin by children and teenagers communicating with adult strangers known as "" internet predators "" over the internet and then meeting face to face.","The neutralized text could be: Some information related to internet-initiated sex crimes against minors may suggest that they involve deceit and violence. The process usually begins with children and teenagers communicating with adult strangers, referred to as ""internet predators,"" over the internet, and sometimes leads to face-to-face meetings.","internet -initiated sex crimes against minors involve deceit and violence, and begin with adult strangers known as internet predators communicating with children and young teenagers over the internet and sometimes then meeting face to face."
501,"he was married to american-born actress and comedienne kit hollerbach, who featured alongside him in the radio sitcoms unnatural acts and at home with the hardys.",No neutral text provided,"he was married to american-born actress and comedian kit hollerbach, who featured alongside him in the radio sitcoms unnatural acts and at home with the hardys."
503,he went on another unbeaten run that saw him take on the vastly more experienced chokchai chockvivat in flyweight division.,No neutral text provided,he went on another unbeaten run that saw him take on the more experienced chokchai chockvivat in flyweight division.
504,"stereotypes of the chinese as disproportionately affluent and greedy were common throughout the time (both in indonesia as well as malaysia), but with the anti-communist hysteria , the association of the chinese indonesians with the people's republic of china caused them to also be viewed as a communist fifth column.",No neutral text provided,"stereotypes of the chinese as disproportionately affluent and greedy were common throughout the time (both in indonesia as well as malaysia), but with the anti-communist agitation , the association of the chinese indonesians with the people's republic of china caused them to also be viewed as a communist fifth column."
505,"the most famous landmark in goulburn, the big merino sheep","a well-known landmark in Goulburn, the Big Merino sheep.","a landmark in goulburn, the big merino sheep"
513,"the film was a box office bomb, making only $36 , 016 worldwide.","The film earned $36,016 worldwide, which was lower than expected.","the film made $36,016 at thee box office , worldwide."
514,"edward wilmot blyden (3 august 1832  7 february 1912) , the father of pan-africanism, was an educator, writer, diplomat, and politician primarily in liberia.",No neutral text provided,"edward wilmot blyden (3 august 1832  7 february 1912) was an educator, writer, diplomat, and politician primarily in liberia."
516,"he became known to some as the ""iron man of radio"" for his incredible ability to ad lib while on the air, as well as his stamina, composure, and elocution.",No neutral text provided,"he became known to some as the ""iron man of radio"" for his ability to ad lib while on the air, as well as his stamina, composure, and elocution."
523,"in calcutta sanskrit college, only brahmins and baidyas were allowed to enroll initially and shudras were debarred from admission until ishwar chandra vidyasagar introduced the admission for kayasthas; other shudra castes were not allowed to study.","However, historically, Calcutta Sanskrit College only allowed Brahmins and Baidyas to enroll initially, while Shudras were debarred from admission. It wasn't until Ishwar Chandra Vidyasagar introduced admission for Kayasthas that other Shudra castes were allowed to study.","however, there are instances where they were not treated as shudras; like calcutta sanskrit college, where shudras were debarred from admission, allowed only brahmins and baidyas were to enroll initially and until ishwar chandra vidyasagar introduced the admission for kayasthas; other shudra castes were not allowed to study."
524,"dorothy virginia margaret juba (december 11, 1927 may 3, 1990), later known as dorothy horan, best known as dovima, was a supermodel during the 1950s.","dorothy virginia margaret juba (december 11, 1927 - may 3, 1990), later known as dorothy horan, was a model known as Dovima during the 1950s.","dorothy virginia margaret juba (december 11, 1927 may 3, 1990), later known as dorothy horan, best known as dovima, was a model during the 1950s."
529,a smc was reconstituted in israeli-occupied territories in 1967 as the judicial authority of the muslim community in israel in matters of personal status of its members under israel's confessional community system.,a smc was reconstituted in the territories under dispute in 1967 as the judicial authority of the Muslim community in Israel in matters of personal status of its members under Israel's confessional community system.,a smc was reconstituted in the disputed territories in 1967 as the judicial authority of the muslim community in israel in matters of personal status of its members under israel's confessional community system.
532,"andranik madadian , better known by his stage name, andy (, ; born 1960), is a famous armenian-iranian singer-songwriter and actor.",No neutral text provided,"andranik madadian , better known by his stage name, andy (, ; born 1960), is an armenian-iranian singer-songwriter and actor."
533,"carmen kass (born september 14, 1978 in paide, estonia) is an estonian supermodel .",No neutral text provided,"carmen kass (born september 14, 1978 in paide, estonia) is an estonian model ."
534,"when, according to the jidf, facebook stopped removing these groups, the jidf hijacked the facebook group ""israel is not a country!",No neutral text provided,"when, according to the jidf, facebook stopped removing these groups, the jidf took over the facebook group ""israel is not a country!"
535,"after only one season, he was signed by jos mourinho to become a key member of his fc porto side which famously won the 2004 uefa champions league, although fernandes appeared sparingly (19 matches in all competitions) and left after another sole season.","after only one season, he was signed by Jos Mourinho to join his FC Porto side, which famously won the 2004 UEFA Champions League. Fernandes appeared sparingly in 19 matches across all competitions and left after just one more season.","after only one season, he was signed by jos mourinho for his fc porto side which famously won the 2004 uefa champions league, although fernandes appeared sparingly (19 matches in all competitions) and left after another sole season."
560,lpez obrador gained national fame and reputation as an advocate for indigenous mexicans when in 1996 he appeared on national tv drenched in blood following confrontations with police force for blocking pemex oil wells to defend the rights of local indigenous people impacted by pollution.,No neutral text provided,lpez obrador gained national exposure when in 1996 he appeared on national tv drenched in blood following confrontations with police force for blocking pemex oil wells to defend the rights of local indigenous people impacted by pollution.
561,"on may 3rd, liriano pitched a no-hitter against the chicago white sox, but walked 6 batters in his first complete game in 94 major league starts.",No neutral text provided,"on may 3rd, liriano pitched a no-hitter against the chicago white sox, despite walking 6 batters in his first complete game in 94 major league starts."
562,"at the end of may 2000, he published his most important book the formation of the lithuanian state (""lietuvos valstybs itakos"").",No neutral text provided,"at the end of may 2000, he published the formation of the lithuanian state (""lietuvos valstybs itakos"")."
567,"this arc is widely accepted as not only one of the scariest (for younger audiences) of the show's run, but of all shows in the history of television possibly due to the frightful appearance of gooey gus, the toy in the arc.","this arc is considered one of the scariest (for younger audiences) of the show's run, possibly due to the frightful appearance of gooey gus, the toy in the arc.","this arc is widely accepted as one of the scariest (for younger audiences) of the show's run, possibly due to the frightful appearance of gooey gus, the toy in the arc."
568,"jos mourinho, the most notable chelsea manager.",No neutral text provided,"jos mourinho, chelsea manager from 2004-2007"
583,"martyn died in ireland on 29 january 2009. the english rock band keane included a dedication to him in their glasgow concert that evening, as did folk legend richard thompson.","martyn passed away in Ireland on 29 January 2009. The English rock band Keane included a dedication to him in their Glasgow concert that evening, as did folk artist Richard Thompson.","martyn died in ireland on 29 january 2009. the english rock band keane included a dedication to him in their glasgow concert that evening, as did folk musician richard thompson ."
584,"the honorable al-imam warith deen mohammed (october 30, 1933 - september 9, 2008) was an influential american muslim leader and the son of clara and elijah muhammad.",No neutral text provided,"the honorable al-imam warith deen mohammed (october 30, 1933 - september 9, 2008) was an american muslim leader and the son of clara and elijah muhammad."
591,lul have however had problems gaining bureaucratic approval of redevelopment plans .,I have experienced challenges in obtaining bureaucratic approval for redevelopment plans.,lul have however had problems gaining planning permission of redevelopment plans .
599,"this term was first suggested in 1995 by anti-choice congressman charles t. canady, while developing the original proposed partial-birth abortion ban.<!--",No neutral text provided,"this term was first suggested in 1995 by congressman charles t. canady, while developing the original proposed partial-birth abortion ban.<!--"
