Source Text,Predicted Neutral Text,wmd
"not all plugs are included in the letter system; for example, there is no designation for the plug defined by the thai national standard tis116-2549, though some web sites incorrectly call this ""type o"".","not all plugs are included in the letter system; for example, there is no designation for the plug defined by the thai national standard tis116-2549, though some web sites call this ""type o"".",0.03404936445599701
"burlington, vt held its first mayoral election using irv in 2006 after voters approved it in 2005. bob kiss was elected with 48.6% of the vote, 10 .","burlington, vt held its first mayoral election using irv in 2006 after voters approved it in 2005. bob kiss was elected with 48.6% of the vote.",0.021082203696133273
the film has experienced overwhelming commercial success.,director joss whedon takes over from brett ratner and screenwriters zack penn and simon kinberg.,0.3790266117645909
"some publicity about internet -initiated sex crimes against minors asserts that they involve deceit and violence, and begin by children and teenagers communicating with adult strangers known as "" internet predators "" over the internet and then meeting face to face.","some anti-gay rights campaigners equate homosexual people with child sexual abusers, while some pro-gay rights campaigners have made similar claims about homophobic people .",0.2894497676181433
"they claim that parts of the qur'an are based on stories of the tanakh (hebrew bible), the new testament of the christian bible, and other non-canonical christian works; differences of the biblical to the qur'anic versions indicate that these stories were not taken directly from written texts but seem rather to have been part of the oral traditions of the arab peninsula at muhammad's time.","investigators of the qur'an have found that much of the qur'an is based on earlier written and oral literature available to muhammad ; part of the qur'an is apparently borrowed from pre-existing texts, but that muhammad and his followers modified, removed, or added elements.",0.1876772936289198
"he was married to american-born actress and comedienne kit hollerbach, who featured alongside him in the radio sitcoms unnatural acts and at home with the hardys.","elsewhere in his career, douglas played many real-life comic figures such as spike milligan in pablo , ' 'll string along with you ' ' and arthur lowe in ' ' the best of enemies ' ' .",0.21375639882018485
he went on another unbeaten run that saw him take on the vastly more experienced chokchai chockvivat in flyweight division.,"two of these wins took place within a week of each other and a third followed two weeks later, with olive ' s crazy monkey guard neutralized marco polo reyes ' submission attempts en route to a unanimous decision victory .",0.206298166954289
"the most famous landmark in goulburn, the big merino sheep","a landmark in goulburn, the big merino sheep",0.1648133370536618
"the film was a box office bomb, making only $36 , 016 worldwide.","self - defense forces at the box office: premium ticket sales amounted to just $20,745, in contrast to its japanese box office take of $9,131, 766, itself far below the $14,796,871 grossed by the original film in japan alone and the film was considered a disappointment by toho .",0.31041208358959227
"edward wilmot blyden (3 august 1832  7 february 1912) , the father of pan-africanism, was an educator, writer, diplomat, and politician primarily in liberia.",his writings although mainly fenominal and are usually marveled by critics to consist of the most elaborate quotes of classical sources outside of a classical work.,0.3143227445149964
"dr hawley harvey crippen (18621910), u.s. doctor hanged in england for the murder of his wife , however recent dna tests cast doubt upon his guilt","john christie (1899–1953), one of themost notorious british murderers of modern times , famed for a string of similar murders carried out between 1943 and 1953",0.2618033872623372
"in calcutta sanskrit college, only brahmins and baidyas were allowed to enroll initially and shudras were debarred from admission until ishwar chandra vidyasagar introduced the admission for kayasthas; other shudra castes were not allowed to study.","shudras were debarred from admission in the calcutta sanskrit college, it allowed only brahmins and baidyas were to enroll initially and until ishwar chandra vidyasagar introduced the admission for kayasthas; other shudra castes were not allowed to study.",0.01907311324493916
"cole comments on the implications of the incorrect translation in the new york times article: ""the new york times was told by supposed persian language experts in iran, and appears to believe, that mahv shodan is a transitive verb construct.","the new york times prints a letter from cole regarding the 'evidence' presented: ""iran interprets the 'death to' quotations as relating to u.s. hostile policies, not to the u.s. as a country or people.",0.1380391862420294
a smc was reconstituted in israeli-occupied territories in 1967 as the judicial authority of the muslim community in israel in matters of personal status of its members under israel's confessional community system.,a smc was reconstituted in the west bank in 1967 as the judicial authority of the muslim community in israel in matters of personal status of its members under israel's confessional community system.,0.07075923265476161
"carmen kass (born september 14, 1978 in paide, estonia) is an estonian supermodel .",are models who are at the top of their profession and have worldwide success and recognition .,0.33917581513774353
"after the war of 1898, cuba became independent and columbus's remains were moved back to the cathedral of seville, where they were given a pompous catafalque.","under the management of brother bartholomew , a relative of columbus, in 1509 the remains were transferred to the church of santo domingo in the colony he founded on the northern coast of the hispaniola .",0.2343036903316225
"comics ( nominalized from the adjective comic , first attested in 1889; comic strip since 1920; comic book since 1941 ) is a graphic medium in which images convey a sequential narrative.","comics ( nominalized from the adjective comic , first attested in 1889; comic strip since 1920; comic book since 1941 ) is a graphic medium in which images convey a sequential narrative.",0.0
"users have had numerous problems with steam, enough so that it is a well-marked part of the game, in some cases enough to prevent a reviewer to recommend the game, in almost every case enough to lower the review score.","some users have had problems with steam, enough so that it the delivery and multiplayer client can sometimes prevent a reviewer from recommending the game, and often enough to lower the review score.",0.07733797177979922
"backed by the united states, the southern government headed by ngo dinh diem understandably refused to open consultation with the north vietnamese concerning general elections, which were never honoured.","most of the north's population directly affected by the line had welcome d it , and were glad to be unite d with hanoi .",0.19779106637022303
"in a defense of abortion, thomson grants for the sake of argument that the fetus has a right to life, but defends the permissibility of abortion by appeal to a now infamous thought experiment:","thomson engages with the anti-abortion argument that the fetus is a person from the moment of conception, by proposing that one can grant this claim for the sake of argument, and still argue for the ethical permissibility of abortion .",0.09732468820861595
"jos mourinho, the most notable chelsea manager.","in football (soccer), jos mourinho, chelsea f.c. was subject to...""",0.2680105420555683
"the putney school is a progressive independent high school in putney, vermont.","the putney school is an alternative independent high school in putney, vermont.",0.09182068924409476
"stull enjoyed a highly successful football career at seton-lasalle high school in pittsburgh, where he broke several western pennsylvania interscholastic athletic league (wpial) records.","during his pitt career, he set and tied several school records.",0.19609027560918207
"martyn died in ireland on 29 january 2009. the english rock band keane included a dedication to him in their glasgow concert that evening, as did folk legend richard thompson.","martyn died in ireland on 29 january 2009. the english rock band keane included a dedication to him in their glasgow concert that evening, as did the musician richard thompson.",0.06298823139159011
"the honorable al-imam warith deen mohammed (october 30, 1933 - september 9, 2008) was an influential american muslim leader and the son of clara and elijah muhammad.","he was instrumental in bringing about changes in the american nation of islam after the death of his father, elijah muhammad, in 1975 .",0.26340081104442453
he is best known for his extremely biased officiating of the 1972 summit series between the soviet union and canada.,soviet and canadian sources differ about the quality of his officiating for the 1972 summit series between team canada and the soviet national team.,0.1247027618561956
"he epitomised a certain kind of rugged individualistic masculinity, and has become an enduring , if controversial, icon.","despite the controversy surrounding him, he has an enduring fan base.",0.23165385234769464
