Sequence,Predicted Neutral Text,Source Text,BLEU Score
111,"he lives in nokdim, a west bank of israeli settlement, and often associates with the settler movement there.","avigdor liberman (b. june 5 1958, kishinev, soviet union) is a radical right israeli politician and head of the yisrael beiteinu party.",0.2862770640286803
112,"november 15, 2014: at the party's annual general meeting, members vote 148-109 against a resolution requiring the party to adhere to the alberta human rights act .","november 15, 2014: at the party's annual general meeting, members vote 148-109 against a resolution supporting equal rights for all minority groups, regardless of race, religious belief, sexual orientation or other differences.",0.5067247372384397
113,"not all plugs are included in the letter system; for example, there is no designation for the plug defined by the thai national standard tis116-2549, though some web sites call this ""type o"".","not all plugs are included in the letter system; for example, there is no designation for the plug defined by the thai national standard tis116-2549, though some web sites incorrectly call this ""type o"".",0.9746849137081522
114,"burlington, vt held its first mayoral election using irv in 2006 after voters approved it in 2005. bob kiss was elected with 48.6% of the vote.","burlington, vt held its first mayoral election using irv in 2006 after voters approved it in 2005. bob kiss was elected with 48.6% of the vote, 10 .",0.9333588643117228
115,director joss whedon takes over from brett ratner and screenwriters zack penn and simon kinberg.,the film has experienced overwhelming commercial success.,0.0625
116,"some anti-gay rights campaigners equate homosexual people with child sexual abusers, while some pro-gay rights campaigners have made similar claims about homophobic people .","some publicity about internet -initiated sex crimes against minors asserts that they involve deceit and violence, and begin by children and teenagers communicating with adult strangers known as "" internet predators "" over the internet and then meeting face to face.",0.09735045119199434
117,"investigators of the qur'an have found that much of the qur'an is based on earlier written and oral literature available to muhammad ; part of the qur'an is apparently borrowed from pre-existing texts, but that muhammad and his followers modified, removed, or added elements.","they claim that parts of the qur'an are based on stories of the tanakh (hebrew bible), the new testament of the christian bible, and other non-canonical christian works; differences of the biblical to the qur'anic versions indicate that these stories were not taken directly from written texts but seem rather to have been part of the oral traditions of the arab peninsula at muhammad's time.",0.31590138526699657
118,"elsewhere in his career, douglas played many real-life comic figures such as spike milligan in pablo , ' 'll string along with you ' ' and arthur lowe in ' ' the best of enemies ' ' .","he was married to american-born actress and comedienne kit hollerbach, who featured alongside him in the radio sitcoms unnatural acts and at home with the hardys.",0.15384615384615385
119,"two of these wins took place within a week of each other and a third followed two weeks later, with olive ' s crazy monkey guard neutralized marco polo reyes ' submission attempts en route to a unanimous decision victory .",he went on another unbeaten run that saw him take on the vastly more experienced chokchai chockvivat in flyweight division.,0.023809523809523808
120,"a landmark in goulburn, the big merino sheep","the most famous landmark in goulburn, the big merino sheep",0.7117665803704959
121,"self - defense forces at the box office: premium ticket sales amounted to just $20,745, in contrast to its japanese box office take of $9,131, 766, itself far below the $14,796,871 grossed by the original film in japan alone and the film was considered a disappointment by toho .","the film was a box office bomb, making only $36 , 016 worldwide.",0.17857142857142858
122,his writings although mainly fenominal and are usually marveled by critics to consist of the most elaborate quotes of classical sources outside of a classical work.,"edward wilmot blyden (3 august 1832Â  7 february 1912) , the father of pan-africanism, was an educator, writer, diplomat, and politician primarily in liberia.",0.12774864545677908
123,"john christie (1899â1953), one of themost notorious british murderers of modern times , famed for a string of similar murders carried out between 1943 and 1953","dr hawley harvey crippen (18621910), u.s. doctor hanged in england for the murder of his wife , however recent dna tests cast doubt upon his guilt",0.20689655172413796
124,"shudras were debarred from admission in the calcutta sanskrit college, it allowed only brahmins and baidyas were to enroll initially and until ishwar chandra vidyasagar introduced the admission for kayasthas; other shudra castes were not allowed to study.","in calcutta sanskrit college, only brahmins and baidyas were allowed to enroll initially and shudras were debarred from admission until ishwar chandra vidyasagar introduced the admission for kayasthas; other shudra castes were not allowed to study.",0.9512195121951219
125,"the new york times prints a letter from cole regarding the 'evidence' presented: ""iran interprets the 'death to' quotations as relating to u.s. hostile policies, not to the u.s. as a country or people.","cole comments on the implications of the incorrect translation in the new york times article: ""the new york times was told by supposed persian language experts in iran, and appears to believe, that mahv shodan is a transitive verb construct.",0.3309363384692233
126,a smc was reconstituted in the west bank in 1967 as the judicial authority of the muslim community in israel in matters of personal status of its members under israel's confessional community system.,a smc was reconstituted in israeli-occupied territories in 1967 as the judicial authority of the muslim community in israel in matters of personal status of its members under israel's confessional community system.,0.9142857142857143
127,are models who are at the top of their profession and have worldwide success and recognition .,"carmen kass (born september 14, 1978 in paide, estonia) is an estonian supermodel .",0.05546312610911028
128,"under the management of brother bartholomew , a relative of columbus, in 1509 the remains were transferred to the church of santo domingo in the colony he founded on the northern coast of the hispaniola .","after the war of 1898, cuba became independent and columbus's remains were moved back to the cathedral of seville, where they were given a pompous catafalque.",0.3243243243243244
129,"comics ( nominalized from the adjective comic , first attested in 1889; comic strip since 1920; comic book since 1941 ) is a graphic medium in which images convey a sequential narrative.","comics ( nominalized from the adjective comic , first attested in 1889; comic strip since 1920; comic book since 1941 ) is a graphic medium in which images convey a sequential narrative.",1.0
130,"some users have had problems with steam, enough so that it the delivery and multiplayer client can sometimes prevent a reviewer from recommending the game, and often enough to lower the review score.","users have had numerous problems with steam, enough so that it is a well-marked part of the game, in some cases enough to prevent a reviewer to recommend the game, in almost every case enough to lower the review score.",0.578310346551028
131,"most of the north's population directly affected by the line had welcome d it , and were glad to be unite d with hanoi .","backed by the united states, the southern government headed by ngo dinh diem understandably refused to open consultation with the north vietnamese concerning general elections, which were never honoured.",0.2748193815523677
132,"thomson engages with the anti-abortion argument that the fetus is a person from the moment of conception, by proposing that one can grant this claim for the sake of argument, and still argue for the ethical permissibility of abortion .","in a defense of abortion, thomson grants for the sake of argument that the fetus has a right to life, but defends the permissibility of abortion by appeal to a now infamous thought experiment:",0.42857142857142855
133,"in football (soccer), jos mourinho, chelsea f.c. was subject to...""","jos mourinho, the most notable chelsea manager.",0.29411764705882354
134,"the putney school is an alternative independent high school in putney, vermont.","the putney school is a progressive independent high school in putney, vermont.",0.8571428571428571
135,"during his pitt career, he set and tied several school records.","stull enjoyed a highly successful football career at seton-lasalle high school in pittsburgh, where he broke several western pennsylvania interscholastic athletic league (wpial) records.",0.16984222480558722
136,"martyn died in ireland on 29 january 2009. the english rock band keane included a dedication to him in their glasgow concert that evening, as did the musician richard thompson.","martyn died in ireland on 29 january 2009. the english rock band keane included a dedication to him in their glasgow concert that evening, as did folk legend richard thompson.",0.9375
137,"he was instrumental in bringing about changes in the american nation of islam after the death of his father, elijah muhammad, in 1975 .","the honorable al-imam warith deen mohammed (october 30, 1933 - september 9, 2008) was an influential american muslim leader and the son of clara and elijah muhammad.",0.3053548683915197
138,soviet and canadian sources differ about the quality of his officiating for the 1972 summit series between team canada and the soviet national team.,he is best known for his extremely biased officiating of the 1972 summit series between the soviet union and canada.,0.56
139,"despite the controversy surrounding him, he has an enduring fan base.","he epitomised a certain kind of rugged individualistic masculinity, and has become an enduring , if controversial, icon.",0.24943061376301576
