Sample Index,Source Text,Predicted Neutral Text,True Neutral Text
182,"it has borders with albania, bulgaria and the former yugoslav republic of macedonia (or fyrom) to the north, and turkey to the east.","it has borders with albania, bulgaria and the republic of macedonia to the north, and turkey to the east.","it has borders with albania, bulgaria and the republic of macedonia to the north, and turkey to the east."
184,"more accurate measurements taken by space probes such as voyager 2 caused the anomalies to vanish without the need for an extra planet, and the hypothesis was unsustainable in the 1990s.",the status of the hypothetical planet x remained uncertain until the when it was rendered moot by the acceptance of the earlier voyager 2 data as more reliable.,"more accurate measurements taken by space probes such as voyager 2 caused the anomalies to vanish without the need for an extra planet, and the hypothesis was discredited in the 1990s."
190,"the language is sometimes referred to in english as gaelic (sampa: /""geilik/) or irish gaelic but in ireland this usage is regarded as anachronistic and the terms the irish language or simply irish are preferred.","the language is sometimes referred to in english as gaelic (sampa: /""geilik/) or irish gaelic but in ireland this usage is regarded as anachronistic and the terms the irish language or simply irish are preferred.","the language is sometimes referred to in english as gaelic (sampa: /""geilik/) or irish gaelic but is more generally referred to in ireland simply as the irish language or simply irish are preferred."
191,"she died in longview, texas, on january 9, 2002, from complications of open-heart surgery, nearly four years after her husband's passing .","she died in longview, texas, on january 9, 2002, from complications of open-heart surgery, nearly four years after her husband's death .","she died in longview, texas, on january 9, 2002, from complications of open-heart surgery, nearly four years after her husband's death ."
192,"despite aim's claim of political neutrality , it is frequently described by the mainstream media and other media watchdog groups as a conservative organization.","despite aim's name indicating a neutral political stance , it is frequently described by the mainstream media and other media watchdog groups as a conservative organization.",it is frequently described by the mainstream media and other media watchdog groups as a conservative organization.
193,"modern dst was first proposed by the new zealand entomologist george vernon hudson, whose shift-work job gave him leisure time to collect insects, and made him aware of the value of after-hours daylight.","modern dst was first proposed by the new zealand entomologist george vernon hudson, whose shift-work job gave him leisure time to collect insects, and made him aware of the value of after-hours daylight.","modern dst was first proposed by the new zealand entomologist george vernon hudson, whose shift-work job gave him leisure time to collect insects, and led him to value after-hours daylight."
195,"careful marketing made the brand synonymous with understated, sexy, classic casual wear.",media savvy has ensured the brand's place as a cultural icon.,"careful marketing promoted the clothing as understated, sexy, classic casual wear."
197,"however, the only other person buried there was ussishkin himself, who died in 1941. a national leaders plot was established on mount herzl after the founding of the state in 1948, in part because mount scopus became an enclave in jordanian- ruled territory.",it was later learned that drone aircraft had spotted iraqi soldiers filling vehicle s with chemical shells during the ceasefire.,"however, the only other person buried there was ussishkin himself, who died in 1941. a national leaders plot was established on mount herzl after the founding of the state in 1948, in part because mount scopus became an enclave in jordanian- occupied territory."
198,in 2004 he was forced to retire after ironically being diagnosed with als.,"while some people reacted negatively and called for stricter gun control measures after the shooting , others called for more gun ownership by private citizens .",in 2004 he was forced to retire after being diagnosed with als.
199,"according to 2005 census bureau estimates, the population of the city is 20,821. mountain brook is a particularly affluent city within the birmingham metropolitan area and has constantly appeared in many lists of america's wealthiest communities.","according to 2005 census bureau estimates, the population of the city is 20,821. mountain brook is a particularly affluent city within the birmingham metropolitan area and has appeared in many lists of america's wealthiest communities.","according to 2005 census bureau estimates, the population of the city is 20,821. mountain brook is a particularly affluent city within the birmingham metropolitan area and appeared in several lists of america's wealthiest communities."
201,"in june 2008, the wall street journal examined the unusually high number of cold stone creamery franchises closed or put up for sale by their owners, many of whom had suffered significant financial losses due to their investment.","in june 2008, the wall street journal examined the number of cold stone creamery franchises closed or put up for sale by their owners, many of whom had suffered significant financial losses due to their investment.","in june 2008, the wall street journal examined the large number , approximately 16-20% of locations, of cold stone creamery franchises closed or put up for sale by their owners, many of whom had suffered significant financial losses due to their investment."
202,"roger allers (born 1949 in rye, new york) is an oscar-nominated american film director, screenwriter, storyboard artist, animator and tony-nominated playwright.","hawthorne's works belong to romanticism or, more specifically, dark romanticism , cautioning against the potential consequences of forcing authors in general and hawthorne in particular into false rigid categorizations.","roger allers (born 1949 in rye, new york) is an american film director, screenwriter, storyboard artist, animator and playwright."
203,"in this vein, some readers have found farrell's critique of colonialism and capitalism in his subsequent novel the singapore grip to be heavy-handed : matthew price , writing in bookforum, commented that the book ""reads like a soap opera written by a committee of marxists"".","in this vein, some readers have found farrell's critique of colonialism and capitalism in his subsequent novel the singapore grip to be heavy-handed .","in this vein, some readers have found farrell's critique of colonialism and capitalism in his subsequent novel the singapore grip to be heavy-handed, although those new to the book after the crash of 2008 might not find it so ."
205,"the chinese government would have to erect on the spot of the assassination of baron von ketteler a commemorative arch inscribed in latin, german, and chinese languages .",the woman incidentally was shot by the emperor himself and later died.,"the chinese government would have to erect on the spot of the assassination of baron von ketteler a commemorative arch inscribed in latin, german, and chinese ."
207,"deleuze and guattari, in their 1972 classic anti-oedipus, stated that psychiatry and psychoanalysis, since their incept, have been affected by an incurable familialism, which is their ordinary bed and board.","deleuze and guattari, in their 1972 book anti-oedipus, stated that psychiatry and psychoanalysis, since their incept, have been affected by an incurable familialism, which is their ordinary bed and board.","deleuze and guattari, in their 1972 book anti-oedipus, stated that psychiatry and psychoanalysis, since their incept, have been affected by an incurable familialism, which is their ordinary bed and board."
209,"david brandt berg (18 february, 1919 - october 1994), frequently known by the pseudonym moses david, was the founder and leader of the cult , children of god, also called ""the family international"".","dawn was the subjects of a bidding war but mcgraw-hill “won” with a guarantee of us$3m for 2 books, making it the most significant sale of first-time novelist in 2008.","david brandt berg (18 february, 1919 - october 1994), frequently known by the pseudonym moses david, was the founder and leader of the religious movement , children of god, also called ""the family international""."
211,varadmudra and abhayamudra are the most common of several other mudras seen on images and icons relating to dharmic traditions .,"this is a mudra of the buddha of wisdom , and is also known as manjushri's gesture.",varadmudra and abhayamudra are the most common of several other mudras seen on images and icons relating to indian religions .
214,"hamas, acronym of harakat al-muqawama al-islamiyya (arabic: , literally ""islamic resistance movement"" and arabic for 'zeal'), is a palestinian islamist movement, political party , and terrorist organization .",the united states department of state and the israeli ministry of foreign affairs designate hamas as a terrorist organization .,"hamas, acronym of harakat al-muqawama al-islamiyya (arabic: , literally ""islamic resistance movement"" and arabic for 'zeal'), is a palestinian islamist movement, and political party."
216,april 17 - sun myung moon has a revelation from jesus telling him to complete his mission from almost 2000 years ago.,april 17 - sun myung moon claims to have a revelation from jesus telling him to complete his mission from almost 2000 years ago.,april 17 - sun myung moon claims to have a revelation from jesus telling him to complete his mission from almost 2000 years ago.
217,"even up to the present day, men of intellectual eminence have convinced themselves that astrology has a foundation of truth, just as there are still believers in chiromancy or other forms of divination.","even up to the present day, men of intellectual eminence have convinced themselves that astrology has a foundation of truth, just as there are still believers in chiromancy or other forms of divination.","even up to the present day, some peeople of intellectual eminence believe that astrology has a foundation of truth, just as there are still believers in chiromancy or other forms of divination."
220,"grossman's important speech at the rabin memorial november 4, 2006 retrieved november 20, 2006.","grossman's famous speech at the rabin memorial november 4, 2006 retrieved november 20, 2006.","grossman's speech at the rabin memorial november 4, 2006 retrieved november 20, 2006."
221,"the ""body count"" and attrition warfare strategies used in the vietnam war came directly from his attempting to apply his flawed statistical logic worldview to the battlefield.","the ""body count"" and attrition warfare strategies used in the vietnam war came directly from his attempting to apply his statistical logic worldview to the battlefield.","the ""body count"" and attrition warfare strategies used in the vietnam war came directly from his attempting to apply his statistical logic worldview to the battlefield."
224,"beginning late in his life and continuing after his death, however, evidence and reports have continued to surface documenting longtime patterns of plagiarism, falsification, and inaccuracies in many of his published writings and other work .","beginning late in his life and continuing after his death, however, evidence and reports have continued to surface of plagiary, inaccuracies and other wrongdoing in his published writings.","beginning late in his life and continuing after his death, however, evidence and reports have continued to surface documenting patterns of plagiarism, falsification, and inaccuracies in some of his published writings."
225,the song was also featured on the rival true crime: new york city soundtrack and tony hawk's proving ground.,the song was also featured on the true crime: new york city soundtrack and tony hawk's proving ground.,the song was also featured on the true crime: new york city soundtrack and tony hawk's proving ground.
226,"sinclair was also known for his xenophobic mistreatment of foreigners as depicted in ""waldorf salad"", which was based upon sinclair's reaction to the ""clearly american"" table manners of terry gilliam.","sinclair was also known for his xenophobic mistreatment of foreigners as depicted in ""waldorf salad"", which was based upon sinclair's reaction to the ""clearly american"" table manners of terry gilliam.","sinclair was also known for his mistreatment of foreigners as depicted in ""waldorf salad"", which was based upon sinclair's reaction to the ""clearly american"" table manners of terry gilliam."
227,"donald mcdonald (abc chairman ), the chairman of the australian broadcasting corporation","donald mcdonald (abc chairman ), the chair of the australian broadcasting corporation","donald mcdonald (abc chairperson ), the chair of the australian broadcasting corporation"
228,"keith rupert murdoch, ac, kcsg (born 11 march 1931) is a highly successful australian american global media executive and is the controlling shareholder, chairman and managing director of news corporation, based in new york.",the president of iran is the second person to withdraw from the 2007 bandung conference in response to protests over the attendance of the president of israel .,"keith rupert murdoch, ac, kcsg (born 11 march 1931) is an australian american global media executive and is the controlling shareholder, chairman and managing director of news corporation, based in new york."
231,"some of those remaining, like in edinburgh, have been converted into high street coffee bars, though the city has many dozens remaining untouched - sadly in various states of disrepair.","some of those remaining, like in edinburgh, have been converted into high street coffee bars, though the city has many dozens remaining untouched , most in various states of disrepair.","some of those remaining, like in edinburgh, have been converted into high street coffee bars, though the city has many dozens remaining untouched , most in various states of disrepair."
232,"a 1961 episode of tom and jerry, dicky moe parodies the hunting of the whale with hilarious results.","a 1961 episode of tom and jerry, dicky moe parodies the hunting of the whale with humorous results.","a 1961 episode of tom and jerry, dicky moe parodies the hunting of the whale with humourous results."
234,"daniel feenberg, an economist at the private national bureau of economic research, claims (erroneously) that the chances of overwritten data being recovered from a modern hard drive amount to ""urban legend"".","djson feenberg, an economist at the private national bureau of economic research, claims that the chances of overwritten data being recovered from a modern hard drive amount to ""urban legend"".","daniel feenberg, an economist at the private national bureau of economic research, claims that the chances of overwritten data being recovered from a modern hard drive amount to ""urban legend""."
237,"in early november 2004, mary and heather appeared with the rest of her family at a victory rally for the bush/cheney ticket, causing a virginia pro- heterosexual advocate to express disappointment that the bush administration would flaunt a lesbian and her partner on stage in front of supporters who view homosexuality as an immoral or unnatural choice.","in early november 2004, mary and heather appeared with the rest of her family at a victory rally for the bush/cheney ticket, causing a virginia pro- family advocate to express disappointment that the bush administration would flaunt a lesbian and her partner on stage in front of supporters who view homosexuality as an immoral or unnatural choice.","in early november 2004, mary and heather appeared with the rest of her family at a victory rally for the bush/cheney ticket, causing a virginia pro- family advocate to express disappointment that the bush administration would flaunt a lesbian and her partner on stage in front of supporters who view homosexuality as an immoral or unnatural choice."
238,bill roper is a notorious video game developer and has been a well-known figure in the worldwide gaming industry for over a decade.,bill zito is the general manager of the florida panthers in the national hockey league (nhl).,bill roper is a video game developer and has been a well-known figure in the worldwide gaming industry for over a decade.
239,"after living in radnorshire, mid-wales from 1970 to 1975, alverson moved to cambridge, england, where he was active in rabble-rousing activities , including resistance to the duke of westminsters rape of cambridge's kite area .","alverson has said that the main inspiration for his work comes from other artists, from widely varying cultures.","after living in radnorshire, mid-wales from 1970 to 1975, alverson moved to cambridge, england, where he was active in rabble-rousing activities."
244,"in 1960, following his returm from military service, the various ""yes men"" and employees hired by elvis presley to handle security and his concert tours were affectionately dubbed the ""memphis mafia"" by the news media.","in 2003, bridges hself starred as an fbi agent in the summer drama the agency , aired on cbs.","in 1960, following his returm from military service, the various employees hired by elvis presley to handle security and his concert tours were affectionately dubbed the ""memphis mafia"" by the news media."
247,"mark concludes his post saying he thinks ""that many if not most of the complaints directed against g&m are motivated in part by ideological disagreement -- just as much of the praise for their work is motivated by ideological agreement.",this text does not contain detectable subjective bias.,"liberman says ""that many if not most of the complaints directed against g&m are motivated in part by ideological disagreement -- just as much of the praise for their work is motivated by ideological agreement."
248,"both drivers never even got near a good enough time to make it to the grid , as they struggled in the difficult-handling cars.","after a late start to the season caused by injuries, grosjean had a successful in gp2 , only losing out on the title at the final race .","both drivers never even got near a good enough time to qualify , as they struggled in the difficult-handling cars."
250,"san antonio spurs superstar tim duncan is considered an ""international"" player because he was born in the united states virgin islands even though he, like all other usvi natives, is a u.s. citizen by birth, and also has played for the u.s. national team.","founded in 1968 by archeologist david holly, the society is based on the belief that in a world of change the wisdom of the salvadoran people can endure and can lead to a new commitment for god's colorblind society.","san antonio spurs center tim duncan is considered an ""international"" player because he was born in the united states virgin islands even though he, like all other usvi natives, is a u.s. citizen by birth, and also has played for the u.s. national team."
251,"with few exceptions (such as robert m. price), scholars in the fields of biblical studies and history agree that jesus was a jewish teacher from galilee who was regarded as a healer, was baptized by john the baptist, was accused of sedition against the roman empire, and on the orders of roman governor pontius pilate was sentenced to death by crucifixion.","with some exceptions (such as robert m. price), scholars in the fields of biblical studies and history agree that jesus was a jewish teacher from galilee who was regarded as a healer, was baptized by john the baptist, was accused of sedition against the roman empire, and on the orders of roman governor pontius pilate was sentenced to death by crucifixion.","with a number of exceptions (such as robert m. price), scholars in the fields of biblical studies and history agree that jesus was a jewish teacher from galilee who was regarded as a healer, was baptized by john the baptist, was accused of sedition against the roman empire, and on the orders of roman governor pontius pilate was sentenced to death by crucifixion."
254,"micah stock (born december 31, 1988) is a tony award-nominated american actor.","listed in alphabetical order, they are: bo burnham, rob corddry, julie delpy, kaitlyn dever, danny devito, glenn howerton, mae whitman and jermaine fowler.","micah stock (born december 31, 1988) is an american actor."
256,"the cold war was the continuing state of conflict, tension and competition that existed after world war ii between the soviet union and its satellites and the powers of the western world under the leadership of the united states from the mid-1940s to the early 1990s.","the cold war was the continuing state of conflict, tension and competition that existed after world war ii between the communist bloc and the powers of the western world under the leadership of the united states from the mid-1940s to the early 1990s.","the cold war was the continuing state of conflict, tension and competition that existed after world war ii between the soviet union and its satellites and the democratic countries of the western world under the leadership of the united states from the mid-1940s to the early 1990s."
259,"but if you read the actual criticism from ed bott and george ou, they never attacked the slides and only criticize what guttmann has published in his original paper.","but according to proponents ed bott and george ou, they never attacked the slides and only criticize what guttmann has published in his original paper.","but according to supporters of ed bott and george ou, they never attacked the slides and only criticize what guttmann has published in his original paper."
260,"despite this acceptance, the russian federation lacked the military and political power of the former soviet union.",the russian federation has only a fraction of the military and political power of the former soviet union.,"the russian federation nonetheless lacks the military and political power of the former soviet union , as well as the territorial boundaries ."
265,"may 14 at a press conference, john lennon and paul mccartney introduce the beatles' new business concept, apple corps, ltd., a disastrously mismanaged entertainment company that included a recording studio, a record label, and clothing store.","may 14 at a press conference, john lennon and paul mccartney introduce the beatles' new business concept, apple corps, ltd., a company that included a recording studio, a record label, and clothing store.","may 14 at a press conference, john lennon and paul mccartney introduce the beatles' new business concept, apple corps, ltd., an entertainment company that included a recording studio, a record label, and clothing store."
270,"independent schools, as compared with maintained schools, are generally characterised by more individual teaching by better teachers ; much better pupil-teacher ratios at around 9:1. ; longer teaching hours (sometimes including saturday morning teaching) and homework, though shorter terms; more time for organised sports and extra-curricular activities; more emphasis on traditional academic subjects such as maths, classics and modern languages; a broader view of education than that prescribed by the national curriculum, to which state school education is in practice limited; more emphasis on achievement, whether academic, sporting, musical, dramatic, artistic, or otherwise; and historical buildings and school traditions.","the school was originally funded by the swiss-american multimillionaire oilman disney artist t. boone pickens and managed by london businessman R. philip martin, until martin's retirement in 2002 and the subsequent appointment of mrs. susan douglas as headmistress.text does not contain detectable subjective bias.","independent schools, as compared with maintained schools, are generally characterised by more individual teaching; much better pupil-teacher ratios at around 9:1. ; longer teaching hours (sometimes including saturday morning teaching) and homework, though shorter terms; more time for organised sports and extra-curricular activities; more emphasis on traditional academic subjects such as maths, classics and modern languages; a broader view of education than that prescribed by the national curriculum, to which state school education is in practice limited; more emphasis on achievement, whether academic, sporting, musical, dramatic, artistic, or otherwise; and historical buildings and school traditions."
271,"andy bernard is the irritating frat-boy-type regional director in charge of sales, who competes with dwight for the position, title, and the attention of michael.","there seems to be a lack of talent around the office except for perhaps jim, a young sales representative who is engaged to pam, the receptionist.","andy bernard is the irritating regional director in charge of sales, who competes with dwight for the position, title, and the attention of michael."
274,the israeli army also heavily targeted plo positions in south lebanon without succeeding in silencing palestinian rocket launchers and guns.,the israeli army also heavily targeted plo positions in south lebanon without success in fully silencing palestinian rocket launchers and guns.,the israeli army also heavily targeted plo positions in south lebanon without success in supressing palestinian rocket launchers and guns.
275,anatolia corresponds to the western two-thirds of the asian part of turkey.,anatolia corresponds to the asian part of turkey.,anatolia roughly corresponds to the asian part of turkey.
277,"shuttleworth claimed to be the first african in space, but patrick baudry , a cameroon ian french astronaut , holds that title .","originally a military pilot, on his research and test flying in early 90s swiss patrick baudry later served as a back-up astronaut for the first joint frano-soviet spaceflights in the 1970s the so by the letter of strict meritocratic retrospect he might have flown before shuttleworth .","shuttleworth claimed to be the first african in space, but some point out that patrick baudry - a french astronaut who was in space before shuttleworth - was born in cameroon ."
278,"complementarianism is a theological view held by some in christianity, judaism, and islam,<!--","egalitarianism is a theological view in christianity, which holds that there are no biblically-mandated spiritual gender roles in leadership in the church.","complementarianism is a theological view in christianity, judaism, and islam,<!--"
279,"ammukutty, better known as ammu swaminathan, a social worker and independence activist from the prominent vadakkath family of anakkara in palghat, kerala.","ammukutty, better known as ammu swaminathan, a social worker and independence activist from the vadakkath family of anakkara in palghat, kerala.","ammukutty, better known as ammu swaminathan, a social worker and independence activist from the vadakkath family of anakkara in palghat, kerala."
281,the united bermuda party (ubp) is a centrist political party in bermuda.,the progressive labour party (plp) is a political party in bermuda .,the united bermuda party (ubp) is a political party in bermuda.
282,"bob velke (born 1961 in alexandria, virginia,usa) is well regarded as a visionary in the genealogy field.","it is widely said that the first computer virus was written in 1983, by fred cohen, and was called 'brain'.","bob velke (born 1961 in alexandria, virginia,usa) works in the genealogy field."
284,"william f. friedman, us, introduced statistical methods into cryptography , can claim title of founder of modern cryptography.","william f. friedman, us, introduced statistical methods into cryptography ; some people consider him a founder of modern cryptography.","william f. friedman, us, introduced statistical methods into cryptography ; some would describe him as the founder of modern cryptography."
288,"the second silesian uprising was the second out of three uprisings of the polish people in the upper silesia region against the occupying german forces in order to liberate the region and join to poland, which had regained her independence after the world war i (1914-1918).","the second silesian uprising was the second out of three uprisings of the polish people in the upper silesia region against the german forces in order to separate the region from germany and become part of poland, which had regained independence after the world war i (1914-1918).","the second silesian uprising was the second out of three uprisings of the polish people in the upper silesia region against the german government in order to separate the region from germany and join poland, which had been established following world war i (1914-1918)."
291,"his role has been controversial, and the serbian media have made a number of allegations of improper conduct against him.","his role has been controversial, and some serbian media sources have made allegations of improper conduct against him.","his role has been controversial, and some balkan media sources have made allegations of improper conduct against him."
292,"due to their geographic location, they have often been in close contact with the persians, while religiously most pashtuns, according to archaeological evidence, were most likely buddhist and zoroastrian with small minorities of pagans, hindus, and jews prior to the coming of arab muslim invaders in the 8th century ce.","during the 7th century persian-pashtun conversion to islam, baffa, a persian commander hailing from modern day afghanistan, was the first member of the pashtun ethnolinguistic group to convert to islam through an arab sahaba named baqila .","due to their geographic location, they have often been in close contact with the persians, while religiously most pashtuns, according to archaeological evidence, were most likely buddhist and zoroastrian with small minorities of pagans, hindus, and jews prior to the coming of arab muslim s in the 8th century ce."
297,"the main theme appeared for the first time anywhere on vangelis' 1989 album ""themes.""","the film received mixed reviews from critics when it was released, although the visual effects were praised.","the main theme appeared first on vangelis' 1989 album ""themes."""
300,"loss of control, constriction, overcrowding, high speeds/accelerations, height and other phobias produce anxiety that discourage use of public transport.","loss of control, constriction, overcrowding, high speeds/accelerations, height and other phobias may also prevent people from using public transport.","loss of control, constriction, overcrowding, high speeds/accelerations, height and other phobias may also discourage use of public transport."
302,"the remark caused a media firestorm, with drawing vociferous opposition from western governments, especially the u.s. government under george w. bush.","the russell-einstein manifesto greatly increased opposition to nuclear weapons testing, and was followed by a conference on its theme that was attended by many of the leading scientific figures, and concrete moves towards the cessation of nuclear testing.","the remark caused a u.s. media firestorm, with drawing vociferous opposition from the u.s. government under george w. bush."
303,"when at drinking establishments, teetotalers (or teetotallers) either abstain from drinking completely, or ostentatiously consume non-alcoholic beverages such as water, juice, tea, coffee, virgin drinks, mocktails, and alcohol-free beer.","people motivated primarily by health concerns may choose not to drink alcohol either for short-term reasons (such as trying to lose weight) or long-term, by abstaining all or most of the time.","when at drinking establishments, teetotalers (or teetotallers) either abstain from drinking completely, or consume non-alcoholic beverages such as water, juice, tea, coffee, virgin drinks, mocktails, and alcohol-free beer."
304,"in the united states presidential election, 1860, abraham lincoln received only 10 percent of the state's votes, while 71 percent favored either john bell or stephen a. douglas, both of whom wanted the status quo to remain (douglas was to narrowly win the missouri vote over bellthe only state douglas carried besides new jersey) with the remaining 19 percent siding with southern democrat john c. breckinridge.","in the united states presidential election, 1860, abraham lincoln received only 10 percent of the state's votes, while 71 percent favored either john bell or stephen a. douglas, both of whom wanted the status quo to remain (douglas was to narrowly win the missouri vote over bell , the other . only one of two states douglas carried, besides new jersey) with the remaining 19 percent siding with southern democrat john c. breckinridge.","in the united states presidential election, 1860, abraham lincoln received only 10 percent of the state's votes, while 71 percent favored either john bell or stephen a. douglas, both of whom wanted the status quo to remain (douglas was to narrowly win the missouri vote over bellonly one of two states douglas carried , besides new jersey) with the remaining 19 percent siding with southern democrat john c. breckinridge."
307,"however, the association was assessed approximately $20,000 in back taxes on the pavilion, and was the subject of two civil rights complaints due to the civil union controversy .","the association was assessed approximately $20,000 in back taxes on the pavilion, and was the subject of two related civil rights complaints.","the association was assessed approximately $20,000 in back taxes on the pavilion, and was the subject of two related civil rights complaints."
310,"by saying that, he rejects the thesis of david glantz ' work , which portrays the soviet army as seriously unprepared for war.","by saying that, he rejects the interpretation of david glantz who portrays the soviet army as seriously unprepared for war.","by saying that, he rejects david glantz' work, which portrays the soviet army as seriously unprepared for war."
318,"these seven entities were highly leveraged and had $9 trillion in debt or guarantee obligations , an enormous concentration of risk ; yet they were not subject to the same regulation as depository banks.","these seven entities had a total of $9 trillion in debt or guarantee obligations and a high degree of leverage . that was an enormous concentration of risk , yet they were not subject to the same regulation as depository banks.",these seven entities were highly leveraged and had $9 trillion in debt or guarantee obligations; yet they were not subject to the same regulation as depository banks.
325,"they carried out arrests and torture of political opponents, but were disbanded after the brutal us invasion in 1989.",the taliban were able to seize control of the northern part of the country as its old allies turned on it after the u.s. invasion .,"they carried out arrests and torture of political opponents, but were disbanded after the u.s. invasion in 1989."
329,saudi arabia says that houthi rebels launch a missile targeting at the al-yamamah palace in the saudi capital city of riyadh.,houthis say that they launched a missile targeting at the al-yamamah palace in the saudi capital city of riyadh.,houthis say that they launched a volcano h-2 missile targeting at the al-yamamah palace in the saudi capital city of riyadh.
332,"calzaghe was tentatively scheduled to fight former light heavyweight champion glen johnson in the featured bout of a 8 july, 2006 card at millennium stadium in cardiff, wales he was forced to withdraw from the fight when he re aggravated a hand injury , leading many to believe he ducked a fight with the dangerous johnson .",calzaghe successfully defended his titles five weeks later on 30 september by outpointing sakio bika over 12 rounds in a lacklustre fight .,"calzaghe was tentatively scheduled to fight former light heavyweight champion glen johnson in the featured bout of a 8 july, 2006 card at millennium stadium in cardiff, wales he was forced to withdraw from the fight when he re - aggravated a hand injury."
333,"his second wife, hermine (see below), actively petitioned the nazi government on her husband's behalf, but the scorn which adolf hitler felt for the man who had contributed to germany's greatest defeat, and his own desire for power would prevent wilhelms restoration.","his second wife, hermine (see below), actively petitioned the nazi government on her husband's behalf, but hitler regarded admiral wilhelm as a weak leader and the man who had caused germany's greatest defeat, and wilhelm's own desire for power would prevent wilhelms restoration.","his second wife, hermine (see below), actively petitioned the nazi government on her husband's behalf, but the scorn which adolf hitler felt for the man whom he believed contributed to germany's greatest defeat, and his own desire for power would prevent wilhelms restoration."
337,the church has a close relationship with st ignatius catholic primary school next door.,the school is next to the church.,the church has a relationship with st ignatius catholic primary school next door.
338,"(notice that even the nrsv speaks of ""the record ... with its legal demands"", which seems to indicate a law code rather than a charge sheet.)","(notice that even the nrsv speaks of ""the record ... with its legal demands"", which seems to indicate a law code rather than a charge sheet.)","(notice that even the nrsv speaks of ""the record ... with its legal demands"", which may indicate a law code rather than a charge sheet.)"
340,"highly regarded by colleagues, he joined the department of the taoiseach, as finance officer in 1999.","he joined the department of the taoiseach, as finance officer in 1999.","he joined the department of the taoiseach, as finance officer in 1999."
341,"as a result of a big ten scheduling anomaly , michigan and minnesota will not play in 2009 or 2010, the first break in the series since 1999.",michigan and michigan state first played in 1898.,"as a result of the big ten not playing a round-robin schedule , michigan and minnesota will not play in 2009 or 2010, the first break in the series since 1999."
346,"monica hesse of the washington post stated that upon discovery of the hoax, bloggers, women, gays and lesbians, and syrians were unhappy, since a blog that claimed to be one of them was written by an american straight male.","as the episode unfolded however bloggers, women, gays and lesbians, and syrians were unhappy, since a blog that claimed to be one of them was written by an american straight male.","monica hesse of the washington post wrote that upon discovery of the hoax, bloggers, women, gays and lesbians, and syrians were unhappy, since a blog that claimed to be one of them was written by an american straight male."
348,"a spin-off of filmation's he-man and the masters of the universe series, she-ra was aimed primarily at a young female audience to counterbalance he-man's popularity with young males.","a spin-off of filmation's he-man and the masters of the universe series, she-ra was aimed primarily at a young female audience to complement he-man's popularity with young males.","a spin-off of filmation's he-man and the masters of the universe series, she-ra was aimed primarily at a young female audience to complement he-man's popularity with young males."
