Sample Index,Source Text,Predicted Neutral Text,True Neutral Text
239,"after living in radnorshire, mid-wales from 1970 to 1975, alverson moved to cambridge, england, where he was active in rabble-rousing activities , including resistance to the duke of westminsters rape of cambridge's kite area .",including resistance to changes to Cambridge's Kite area.,"after living in radnorshire, mid-wales from 1970 to 1975, alverson moved to cambridge, england, where he was active in rabble-rousing activities."
242,"in august 2013, conservative newsmax magazine named fallin among the ""25 most influential women in the gop"".","in August 2013, Newsmax magazine included Fallin among the ""25 most influential women in the GOP.""","in august 2013, newsmax magazine named fallin among the ""25 most influential women in the gop""."
244,"in 1960, following his returm from military service, the various ""yes men"" and employees hired by elvis presley to handle security and his concert tours were affectionately dubbed the ""memphis mafia"" by the news media.","In 1960, following his return from military service, a group of employees hired by Elvis Presley to handle security and his concert tours were referred to as the ""Memphis Mafia"" by the news media.","in 1960, following his returm from military service, the various employees hired by elvis presley to handle security and his concert tours were affectionately dubbed the ""memphis mafia"" by the news media."
247,"mark concludes his post saying he thinks ""that many if not most of the complaints directed against g&m are motivated in part by ideological disagreement -- just as much of the praise for their work is motivated by ideological agreement.","Mark concludes his post by stating that many, if not most, of the complaints directed against G&M are motivated in part by ideological disagreement, just as much of the praise for their work is motivated by ideological agreement.","liberman says ""that many if not most of the complaints directed against g&m are motivated in part by ideological disagreement -- just as much of the praise for their work is motivated by ideological agreement."
248,"both drivers never even got near a good enough time to make it to the grid , as they struggled in the difficult-handling cars.",No neutral text provided,"both drivers never even got near a good enough time to qualify , as they struggled in the difficult-handling cars."
249,"the modiglianimiller theorem (of franco modigliani, merton miller) forms the basis for modern thinking on capital structure.","the Modigliani-Miller theorem, developed by Franco Modigliani and Merton Miller, is a fundamental concept in modern capital structure theory.","the modiglianimiller theorem (of franco modigliani, merton miller) is a theorem on capital structure, arguably forming the basis for modern thinking on capital structure."
251,"with few exceptions (such as robert m. price), scholars in the fields of biblical studies and history agree that jesus was a jewish teacher from galilee who was regarded as a healer, was baptized by john the baptist, was accused of sedition against the roman empire, and on the orders of roman governor pontius pilate was sentenced to death by crucifixion.","with a number of exceptions (such as robert m. price), scholars in the fields of biblical studies and history agree that Jesus was a Jewish teacher from Galilee who was regarded as a healer, was baptized by John the Baptist, was accused of sedition against the Roman Empire, and, on the orders of the Roman governor Pontius Pilate, was sentenced to death by crucifixion.","with a number of exceptions (such as robert m. price), scholars in the fields of biblical studies and history agree that jesus was a jewish teacher from galilee who was regarded as a healer, was baptized by john the baptist, was accused of sedition against the roman empire, and on the orders of roman governor pontius pilate was sentenced to death by crucifixion."
254,"micah stock (born december 31, 1988) is a tony award-nominated american actor.","micah stock is an American actor born on December 31, 1988.","micah stock (born december 31, 1988) is an american actor."
265,"may 14 at a press conference, john lennon and paul mccartney introduce the beatles' new business concept, apple corps, ltd., a disastrously mismanaged entertainment company that included a recording studio, a record label, and clothing store.",No neutral text provided,"may 14 at a press conference, john lennon and paul mccartney introduce the beatles' new business concept, apple corps, ltd., an entertainment company that included a recording studio, a record label, and clothing store."
268,"colonel sir william walter mahon, 7th baronet, (born 4 december 1940) is an anglo-irish baronet and retired regular officer of the british army.",No neutral text provided,"colonel sir william walter mahon, 7th baronet, (born 4 december 1940) is an baronet and retired regular officer of the british army."
271,"andy bernard is the irritating frat-boy-type regional director in charge of sales, who competes with dwight for the position, title, and the attention of michael.","andy bernard is a regional director in charge of sales who competes with dwight for the position, title, and the attention of michael.","andy bernard is the irritating regional director in charge of sales, who competes with dwight for the position, title, and the attention of michael."
274,the israeli army also heavily targeted plo positions in south lebanon without succeeding in silencing palestinian rocket launchers and guns.,No neutral text provided,the israeli army also heavily targeted plo positions in south lebanon without success in supressing palestinian rocket launchers and guns.
275,anatolia corresponds to the western two-thirds of the asian part of turkey.,An accurate geographic description is that Anatolia comprises the Asian part of Turkey.,anatolia roughly corresponds to the asian part of turkey.
277,"shuttleworth claimed to be the first african in space, but patrick baudry , a cameroon ian french astronaut , holds that title .",No neutral text provided,"shuttleworth claimed to be the first african in space, but some point out that patrick baudry - a french astronaut who was in space before shuttleworth - was born in cameroon ."
278,"complementarianism is a theological view held by some in christianity, judaism, and islam,<!--","complementarianism is a theological view held by some individuals in christianity, judaism, and islam,<!--","complementarianism is a theological view in christianity, judaism, and islam,<!--"
279,"ammukutty, better known as ammu swaminathan, a social worker and independence activist from the prominent vadakkath family of anakkara in palghat, kerala.","ammukutty, also known as ammu swaminathan, a social worker and independence activist from the vadakkath family of anakkara in palghat, kerala.","ammukutty, better known as ammu swaminathan, a social worker and independence activist from the vadakkath family of anakkara in palghat, kerala."
281,the united bermuda party (ubp) is a centrist political party in bermuda.,the united bermuda party (ubp) is a political party in bermuda.,the united bermuda party (ubp) is a political party in bermuda.
282,"bob velke (born 1961 in alexandria, virginia,usa) is well regarded as a visionary in the genealogy field.",No neutral text provided,"bob velke (born 1961 in alexandria, virginia,usa) works in the genealogy field."
284,"william f. friedman, us, introduced statistical methods into cryptography , can claim title of founder of modern cryptography.","william f. friedman, a figure from the United States, is known for introducing statistical methods into cryptography, which some consider to be a key contribution to the development of modern cryptography.","william f. friedman, us, introduced statistical methods into cryptography ; some would describe him as the founder of modern cryptography."
288,"the second silesian uprising was the second out of three uprisings of the polish people in the upper silesia region against the occupying german forces in order to liberate the region and join to poland, which had regained her independence after the world war i (1914-1918).",No neutral text provided,"the second silesian uprising was the second out of three uprisings of the polish people in the upper silesia region against the german government in order to separate the region from germany and join poland, which had been established following world war i (1914-1918)."
291,"his role has been controversial, and the serbian media have made a number of allegations of improper conduct against him.","his role has been controversial, and allegations of improper conduct have been made against him in the Serbian media.","his role has been controversial, and some balkan media sources have made allegations of improper conduct against him."
294,"the archeological evidence does not specifically support the story told in the book of exodus and most archaeologists have therefore abandoned the investigation of moses and the exodus as ""a fruitless pursuit"".","The archaeological evidence does not specifically support the story told in the book of Exodus, leading many archaeologists to consider the investigation of Moses and the Exodus as ""a fruitless pursuit.""","the archeological evidence does not support the story told in the book of exodus and most archaeologists have therefore abandoned the investigation of moses and the exodus as ""a fruitless pursuit""."
297,"the main theme appeared for the first time anywhere on vangelis' 1989 album ""themes.""","the main theme appeared for the first time on Vangelis' 1989 album ""Themes.""","the main theme appeared first on vangelis' 1989 album ""themes."""
300,"loss of control, constriction, overcrowding, high speeds/accelerations, height and other phobias produce anxiety that discourage use of public transport.","loss of control, constriction, overcrowding, high speeds/accelerations, height, and other phobias can contribute to anxiety that may discourage the use of public transport.","loss of control, constriction, overcrowding, high speeds/accelerations, height and other phobias may also discourage use of public transport."
302,"the remark caused a media firestorm, with drawing vociferous opposition from western governments, especially the u.s. government under george w. bush.","The remark caused a media firestorm, drawing vociferous opposition from western governments, including the U.S. government under George W. Bush.","the remark caused a u.s. media firestorm, with drawing vociferous opposition from the u.s. government under george w. bush."
303,"when at drinking establishments, teetotalers (or teetotallers) either abstain from drinking completely, or ostentatiously consume non-alcoholic beverages such as water, juice, tea, coffee, virgin drinks, mocktails, and alcohol-free beer.","when at drinking establishments, teetotalers (or teetotallers) either abstain from drinking completely, or consume non-alcoholic beverages such as water, juice, tea, coffee, virgin drinks, mocktails, and alcohol-free beer.","when at drinking establishments, teetotalers (or teetotallers) either abstain from drinking completely, or consume non-alcoholic beverages such as water, juice, tea, coffee, virgin drinks, mocktails, and alcohol-free beer."
304,"in the united states presidential election, 1860, abraham lincoln received only 10 percent of the state's votes, while 71 percent favored either john bell or stephen a. douglas, both of whom wanted the status quo to remain (douglas was to narrowly win the missouri vote over bellthe only state douglas carried besides new jersey) with the remaining 19 percent siding with southern democrat john c. breckinridge.","""In the United States presidential election of 1860, Abraham Lincoln received only 10 percent of the state's votes, while 71 percent favored either John Bell or Stephen A. Douglas, both of whom wanted the status quo to remain. Douglas narrowly won the Missouri vote over Bell, the only state Douglas carried besides New Jersey, with the remaining 19 percent siding with Southern Democrat John C. Breckinridge.""","in the united states presidential election, 1860, abraham lincoln received only 10 percent of the state's votes, while 71 percent favored either john bell or stephen a. douglas, both of whom wanted the status quo to remain (douglas was to narrowly win the missouri vote over bellonly one of two states douglas carried , besides new jersey) with the remaining 19 percent siding with southern democrat john c. breckinridge."
307,"however, the association was assessed approximately $20,000 in back taxes on the pavilion, and was the subject of two civil rights complaints due to the civil union controversy .","the association was assessed approximately $20,000 in back taxes on the pavilion, and was involved in two civil rights complaints related to the civil union controversy.","the association was assessed approximately $20,000 in back taxes on the pavilion, and was the subject of two related civil rights complaints."
310,"by saying that, he rejects the thesis of david glantz ' work , which portrays the soviet army as seriously unprepared for war.","by saying that, he rejects David Glantz's thesis that portrays the Soviet army as seriously unprepared for war.","by saying that, he rejects david glantz' work, which portrays the soviet army as seriously unprepared for war."
319,"while the name ginsu was created from whole cloth , becher later translated the word as meaning ""i never have to work again"".","while the name ginsu was created by becher, becher later translated the word as meaning ""i never have to work again"".","while the name ginsu was invented by becher , becher later translated the word as meaning ""i never have to work again""."
325,"they carried out arrests and torture of political opponents, but were disbanded after the brutal us invasion in 1989.","they carried out arrests and torture of political opponents, but were disbanded after the U.S. invasion in 1989.","they carried out arrests and torture of political opponents, but were disbanded after the u.s. invasion in 1989."
332,"calzaghe was tentatively scheduled to fight former light heavyweight champion glen johnson in the featured bout of a 8 july, 2006 card at millennium stadium in cardiff, wales he was forced to withdraw from the fight when he re aggravated a hand injury , leading many to believe he ducked a fight with the dangerous johnson .",No neutral text provided,"calzaghe was tentatively scheduled to fight former light heavyweight champion glen johnson in the featured bout of a 8 july, 2006 card at millennium stadium in cardiff, wales he was forced to withdraw from the fight when he re - aggravated a hand injury."
338,"(notice that even the nrsv speaks of ""the record ... with its legal demands"", which seems to indicate a law code rather than a charge sheet.)",No neutral text provided,"(notice that even the nrsv speaks of ""the record ... with its legal demands"", which may indicate a law code rather than a charge sheet.)"
340,"highly regarded by colleagues, he joined the department of the taoiseach, as finance officer in 1999.","highly regarded by colleagues, he joined the department of the taoiseach as a finance officer in 1999.","he joined the department of the taoiseach, as finance officer in 1999."
345,he began his career as a local dj under the moniker pauly d. one of his professional idols is the late dj am.,No neutral text provided,he began his career as a local dj under the moniker pauly d. one of his professional idols is dj am.
346,"monica hesse of the washington post stated that upon discovery of the hoax, bloggers, women, gays and lesbians, and syrians were unhappy, since a blog that claimed to be one of them was written by an american straight male.","monica hesse of the washington post stated that upon discovery of the hoax, individuals across various groups expressed discontent over a blog that claimed to represent them being written by an American straight male.","monica hesse of the washington post wrote that upon discovery of the hoax, bloggers, women, gays and lesbians, and syrians were unhappy, since a blog that claimed to be one of them was written by an american straight male."
348,"a spin-off of filmation's he-man and the masters of the universe series, she-ra was aimed primarily at a young female audience to counterbalance he-man's popularity with young males.","a spin-off of filmation's he-man and the masters of the universe series, she-ra was aimed at a young female audience to complement he-man's popularity with young males.","a spin-off of filmation's he-man and the masters of the universe series, she-ra was aimed primarily at a young female audience to complement he-man's popularity with young males."
349,"since leaving the business world in 1989, tompkins dedicated himself to environmental activism and land conservation.","since leaving the business world in 1989, Tompkins focused on environmental activism and land conservation efforts.","since leaving the business world in 1989, tompkins was active in various environmental activism and land conservation causes ."
355,"he remained an influential supreme court judge until his death on february 13, 2016","He served as a Supreme Court judge until his passing on February 13, 2016.","he remained a supreme court judge until his death on february 13, 2016"
358,"there are now two main types of matches: safety matches (invented by hungarian chemist, jnos irinyi and strike anywhere matches.",there are now two main types of matches: safety matches invented by Hungarian chemist János Irinyi and strike anywhere matches.,there are now two main types of matches: safety matches and strike anywhere matches.
