Sequence,Predicted Neutral Text,Source Text,BLEU Score
229,the lawyers say that the military made the force-feeding process unnecessarily painful and humiliating to break a hunger strike that at one point included more than 100 detainees.,the lawyers say that the military made the force-feeding process unnecessary painful and humiliating to break a hunger strike that at one point included more than 100 detainees.,0.9655172413793104
230,"the palace was opened on june 1, 2003 after three years of reconstruction work.","it was opened on june 1, 2003 after three years of careful reconstruction work.",0.875
231,"the dame Ã¡ la licorne tapestries ( translated as the lady and the unicorn) , created in circa 1500) .","to visit the amazing secret exchanges between henry and eleanor through the medium of the tapestry designs from the famous dame la licorne series, see:",0.28971035268853146
232,"created in 1987 by shaikh ahmed yassin of the gaza wing of the muslim brotherhood, hamas is known for its suicide bombings and other attacks directed against israeli civilian and military targets.","created in 1987 by shaikh ahmed yassin of the gaza wing of the muslim brotherhood, hamas is known chiefly for its suicide bombings and other attacks directed against israeli civilians, as well as military targets.",0.8367150733202594
233,"however , in the united kingdom, uk82 (also known as uk hardcore) bands such as the exploited, charged gbh, discharge, and the anti-nowhere league occupied the cultural space that american-style hardcore did elsewhere.","the netherlands, finland, sweden, and germany had , and continue to have, notably active scenes , but in the united kingdom, uk82 (also known as uk hardcore) bands like the exploited, charged gbh, discharge, and the anti-nowhere league occupied the cultural space that hardcore did elsewhere.",0.5883928066168626
234,this relationship forms the famous put-call parity theorem .,"therefore, being long a delta neutral call results in the same returns as being long a delta neutral put.",0.058577141803494825
235,chicks with guns is a photo-book featuring portraits of american women from different backgrounds with their firearms.,chicks with guns is a photo-book featuring unsettling portraits of american women from different backgrounds with their firearms.,0.9459594689067654
236,this comment was intended in jest .,he then started a relationship with a bogan called janae timmins.,0.06993452279385044
237,workers for vans shoes do not have protections from forced overtime and employer-blocked freedom of movement.,"unfortunately, workers for vans shoes do not have protections from forced overtime and employer-blocked freedom of movement.",0.8890097654027757
238,"dan melchior is a singer/songwriter/guitarist who grew up in shepperton (just outside london), england and is sometimes described as a 'garage rock' musician.","dan melchior is a singer/songwriter/guitarist who grew up in shepperton (just outside london), england and is often (lazily) labelled a 'garage rock' musician.",0.8313060533071633
239,"unfortunately, he would only work for levy a short time, as he died in 1995. richard then became the creative director for the music sales corporation, then managing director and producer for wolf fang productions.","unfortunately, he would only work for levy a short time, as he passed away in 1995. richard then became the creative director for the music sales corporation, then managing director and producer for wolf fang productions.",0.9496929928438407
240,"its only major rival in the soft drink industry is pepsi, which began as a competitor to coca-cola in the early 20th century.","its only major rival in the soft drink industry globally is pepsi, which began as a coke imitator in the early 20th century.",0.88
241,"textbooks such as greg mankiw 's principles of economics ( 6th edition ) introduce readers to keynesian results in chapter 11 , but reference them again only once in the remaining 34 chapters.",the strength of keynesianism 's influence can be seen by the wave of economists who have based their analysis on a criticism of keynesianism.,0.11764705882352941
242,"following two more seasons for montreal, he was released in 1991. he then moved to the echl and played four more seasons before retiring in 1995.","following two more mediocre seasons on the farm for montreal, he was released in 1991. he then moved to the echl and played four more seasons before retiring in 1995.",0.8668778997501817
243,"doyle-price employs her partner mark coxshall as her part-time office manager on a salary up to 30,000. the practice of mps employing family members has been criticised on the lines that it promotes nepotism.","doyle-price employs her partner mark coxshall as her part-time office manager on a salary up to 30,000. she was listed in articles in the daily telegraph and the guardian which criticised the practice of mps employing family members, on the lines that it promotes nepotism.",0.6691830473640327
244,the thirteen colonies in north america to be independent of the kingdom of great britain and explained their justifications for doing so.,the thirteen colonies in north america to be independent of the kingdom of great britain and explained their justifications for doing so.,1.0
245,"at one o'clock, scrooge is visited by the ghost of christmas past, who takes him back in time to his childhood and early adult life.","at one o'clock, scrooge is visited by the victorian upper-class ghost of christmas past, who takes him back in time to his childhood and early adult life.",0.9310627797040228
246,"this is due to the large geographic spread of the han people to areas throughout eastern, southern, northern and western china.","recent genetic studies have shown genetic differences, especially between han chinese in the southernmost coastal and inland areas (guangdong, guangxi, fujian, guizhou, yunnan, hainan, hong kong, macau , taiwan ) and han chinese in the rest of china.",0.15328310048810098
247,"during the mid-'70s , dc launched numerous new titles such as jack kirby's new gods and steve ditko's shade the changing man.","in the mid-'70s , with carmine infantino at the helm , dc flooded the market with numerous new titles such as jack kirby's new gods and steve ditko's shade the changing man.",0.6166944423527883
248,"as of 2017, kid rock has been known to make numerous overtly political speeches at many of his tour dates, making comments which have been reported as being transphobic.","as of 2017, kid rock has been known to make numerous overtly political speeches at many of his tour dates, particularly making transphobic comments at many occasions .",0.8125
249,"in ""the persecutor,"" an homage to jazz and particularly the creator of bebop, charlie parker, cortzar unfurls countless musical choices, between allegories and metaphors, that reveal to the reader the author's exquisite melomania (passion for music).","even though the best is , without a doubt, ""the persecutor,"" an homage to jazz and particularly the creator of bebop, charlie parker, in which cortzar unfurls countless musical choices, between allegories and metaphors, that reveal to the reader the author's exquisite melomania (passion for music).",0.7913281416411733
250,it is usually considered a pastoral image of wide appeal.,"llanthony priory is a picturesque, partly ruined former augustinian priory in the beautiful and secluded vale of ewyas, a steep sided once glaciated valley within the black mountains area of the brecon beacons national park in monmouthshire, south east wales.",0.01810438849740507
251,"if china should acquire the s-400, reported to initially consist of six batteries, it would significantly improve china's ability to defend its own air space and serve as a stand-off weapon against air attacks.","if china should acquire the s-400, reported to initially consist of six batteries, it would significantly improve china's ability to defend its own air space and serve as an effective stand-off weapon against american, russian and japanese air attacks.",0.8314675691597578
252,"misconception: the phrase ""begs the question"" is synonymous with ""raises the question"".","misconception: the phrase ""begs the question"" is synonymous with ""raises the question"".",1.0
253,"the two-tiered shield will attempt to intercept any incoming missile launched 5,000 kilometers away.","the two-tiered shield will be able to intercept any incoming missile launched 5,000 kilometers away.",0.8731398526961766
254,"the national jazz archive holds one of the largest collections of written, printed and visual material on jazz, blues and related music, from the 1920s to the present day.","the national jazz archive holds one of the uks best collections of written, printed and visual material on jazz, blues and related music, from the 1920s to the present day.",0.9407529732815808
255,"maria pryimachenko (1908â1997) was a ukrainian village folk art painter, representative of naÃ¯ve art.","maria pryimachenko (1908â1997) was a renowned ukrainian village folk art painter, representative of nave art.",0.8934061650786117
256,"while the name ginsu was invented by becher , becher later translated the word as meaning ""i never have to work again"".","while the name ginsu was created from whole cloth , becher later translated the word as meaning ""i never have to work again"".",0.8454947064540445
257,"iuliu maniu (january 8, 1873âfebruary 5, 1953) was a romanian politician and statesman in austria-hungary and romania.","iuliu maniu (january 8, 1873âfebruary 5, 1953) was an austro-hungarian and romania n politician .",0.7272727272727273
