Sample Index,Source Text,Predicted Neutral Text,True Neutral Text
342,"after the santa ana register published its article, a nationwide network of far-rightists, anti-communists and fringe religious groups began a vociferous campaign to torpedo the alaska mental health bill.","some americans view the proposal as an attempt by government to interfere with their right to privacy, guaranteed under the us constitution: such attitudes frequently preclude any kind of national identification system being implemented in the united states.","after the santa ana register published its article, a nationwide network of activists began a vociferous campaign to torpedo the alaska mental health bill."
347,"american neoconservative pundit and psychiatrist charles krauthammer, noting the reaction of liberals to george w. bush and his policies, in a 2003 column coined the term bush derangement syndrome to describe ""the acute onset of paranoia in otherwise normal people in reaction to the policies, the presidencynaythe very existence of george w. bush"".","charles krauthammer, noting the reaction of liberals to george w. bush and his policies, in a 2003 column coined the term bush derangement syndrome to describe ""the acute onset of paranoia in otherwise normal people in reaction to the policies, the presidencynaythe very existence of george w. bush"".","american pundit and psychiatrist charles krauthammer, noting the reaction of liberals to george w. bush and his policies, in a 2003 column coined the term bush derangement syndrome to describe ""the acute onset of paranoia in otherwise normal people in reaction to the policies, the presidencynaythe very existence of george w. bush""."
352,"to contain the working class and to weaken the influence of socialist groups, bismarck reluctantly implemented a remarkably advanced welfare state.","to contain the working class and to weaken the influence of socialist groups, bismarck reluctantly implemented a extensive welfare state.","to contain the working class and to weaken the influence of socialist groups, bismarck reluctantly implemented a welfare state."
353,"sekula-gibbs promised to fix health care, taxes, and immigration despite having two months in office .","she did not serve a full term, remaining in office only two months .","sekula-gibbs promised to fix health care, taxes, and immigration."
356,"joseph r. (joe) francis (born april 1, 1973) is a pornographer and the founder of mantra films, inc., which produces the girls gone wild and guys gone wild dvd series.","his companies mantra films, inc., and related companies have been subject to a series of criminal and civil actions claims, predominantly associated with the production and advertisement of said products.","joseph r. (joe) francis (born april 1, 1973) is the founder of mantra films, inc., which produces the girls gone wild and guys gone wild dvd series."
359,"in a dialogue between derrida and cixous, this is one of the many good things that derrida has to say about cixous: ""helene's texts are translated across the world, but they remain untranslatable.","he argues that it is not necessary to participate in binary oppositions ( man/woman, heterosexual/homosexual) in order to maintain our specific identities.","in a dialogue between derrida and cixous, derrida said about cixous: ""helene's texts are translated across the world, but they remain untranslatable."
360,both sides carried out brutal acts: the anti-treaty forces murdered tds and burned many historic homes while the government murdered anti-treaty prisoners.,"charles beorl and some accusers claimed the gang of women beat and robbed him while others claimed that he simply became angry when they sought to move on after an argument, and that he was not robbed.","both sides carried out brutal acts: the anti-treaty forces murdered tds and burned many historic homes while the government executed anti-treaty prisoners , officially and unofficially ."
361,the amu students and alumni supported the vc and slammed media for biased reporting.,"ultimately the amu vice-chancellor was supported by members of the amu student body and some alumni, however conflicting reports emerged of the event, with some suggesting that professors were held up en route to the event, and others suggesting that other students staged a counter-protest.",a section of the amu student body and alumni supported the vc however and slammed the media for biased reporting.
366,"it was one of the first settlements to be built on disputed land after israel won the six-day war in june 1967. it is part of gush etzion, judea, and has over 150 families.","the international court of justice has stated that all israeli settlements in the occupied palestinian territories are illegal under international law , but the legality of israeli settlements is disputed amongst legal scholars . it is part of gush etzion, judea, and has over 150 families.","it was one of the first settlements to be built on occupied territory after israel won the six-day war in june 1967. it is part of gush etzion, judea, and has over 150 families."
378,"his body remains there to this day, and for this reason among others, the chapel is one of lexington's many major historical tourist attractions.",the chapel is one of lexington's many major historical tourist attractions.,"his body remains there to this day, and for this reason among others, the chapel is one of lexington's major historical tourist attractions."
383,"some objected to the upcoming performance, including members of the jewish community, and so a forum was held, co-chaired by munger and a local rabbi, who described the work as bordering on antisemitic because corrie was working with palestinians and said that consequently it ""romanticized terrorism"".","some objected to the upcoming performance, including members of the jewish community, and so a forum was held, co-chaired by munger and a local rabbi, who described the work as bordering on antisemitic because it romanticized violence against israelis .","some objected to the upcoming performance, including members of the jewish community, and so a forum was held, co-chaired by munger and a local rabbi, who described the work as bordering on antisemitic because it ""romanticized terrorism""."
392,"at his memorial, tillman's brother rich claimed that pat was not religious:",tillman's brother rich said at his memorial that pat was not religious:,"at his memorial, tillman's brother rich stated that pat was not religious:"
398,"recently, chick has featured two semi-recurring characters in some of his tracts: ""li'l susy"" barnes, an elementary school student (whose parents are deceased and is being raised by her grandfather, who bizarely has an eyepatch which makes him look like a bond villain) who stands for christian values in her public school, usually against her teacher, ""ms. henn"", who promotes secular values, and ""deacon"" carter, an african-american police officer.","it has been commented that chick has featured two semi-recurring characters in some of his tracts: ""li'l susy"" barnes, an elementary school student (whose parents are deceased and is being raised by her grandfather, who bizarely has an eyepatch which makes him look like a bond villain) who stands for christian values in her public school, usually against her teacher, ""ms. henn"", who promotes secular values, and ""deacon"" carter, an african-american police officer.","recently, chick has featured two semi-recurring characters in some of his tracts: ""li'l susy"" barnes, an elementary school student (whose parents are deceased and is being raised by her grandfather, who has an eyepatch and looks similar to the james bond villain emilio largo ) who stands for christian values in her public school, usually against her teacher, ""ms. henn"", who promotes secular values, and ""deacon"" carter, an african-american police officer."
422,"however mckitrick's work on global warming has been severely criticized not just by climatologists but by professional statisticians for errors including crude mathematical mistakes (mckitrick apparently failed to understand the difference between angles measured in degrees and radians ), basic physics , statistical procedures and , rather bizarrely, inventing a new scale for inventing temperatures, with a unique method of averaging them, to make his own calculations reached a result that ""disproved"" global warming when he couldn 't do so using any accepted scale .","mckitrick claims to have found no evidence of global warming, but his work has been criticized by climate scientists for errors including crude mathematical mistakes (mckitrick apparently failed to understand the difference between angles measured in degrees and radians ), basic physics , statistical procedures and inventing a new scale for temperatures, with a unique method of averaging them, making his own calculations reach a result that ""disproved"" global warming when this wasn 't the case with any accepted scale .","however mckitrick's work on global warming has been severely criticized not just by climatologists but by professional statisticians for errors including crude mathematical mistakes (mckitrick apparently failed to understand the difference between angles measured in degrees and radians ), basic physics , statistical procedures and inventing a new scale for inventing temperatures, with a unique method of averaging them, which caused his own calculations reach a result that ""disproved"" global warming when this wasn 't the case with any accepted scale ."
423,"known by his nickname ""ben"" or the altogether more stirring ""lion hitter"", he was an top -quality all-rounder.","after early success as a fiery match-winning bowler, his lack of a consistent response to sledging by players such as australia's glenn mcgrath left him close to being a laughing stock.","known by his nickname ""ben"" or the altogether more stirring ""lion hitter"", he was a high -quality all-rounder."
424,a small number believe the gospels may describe a fictitious or mythical figure.,"liberal christians , such as those associated with the jesus seminar , posit that jesus was a mortal man, possessing human virtues and faults, who showed great wisdom in his teachings, accepted the authority of the hebrew bible , clashed with first century pharisees over legal matters , and failed in his goal to gather the twelve tribes of israel and fulfill the preexisting mosaic covenant , but who , after he died, his followers came to believe was the messiah and the 2nd or final rainiter of the mosaic covenant.",a minority of experts believe the gospels describe a fictitious or mythical figure.
428,"as mankind evolved, new techniques were discovered to create drinks from the plants that were native to their areas.",domesticated animals provided a ready source of protein for humans throughout the world .,"as humans evolved, new techniques were discovered to create drinks from the plants that were native to their areas."
432,camphill rudolf steiner schools was noted in the hmi/care commission report for 2007 as providing sector-leading standards.,camphill rudolf steiner schools was noted in the hmi/care commission report for 2007 as meeting excellent standards.,"camphill rudolf steiner schools was noted in the hmi/care commission report for 2007 as meeting ""very good"" to ""excellent"" ( sector-leading ) standards."
433,"during his time at the university, he seconded notorious british fascist sir oswald mosely in a debate on commonwealth immigration, and was severely heckled by those present.","after hockley's appearance in 'the color of her hair', he ditched plans to become a doctor and instead appeared in small roles in several television productions throughout the late 1990s before finding his feet in the 2000s.","during his time at the university, he seconded sir oswald mosely in a debate on commonwealth immigration, and was severely heckled by those present."
439,"it had become abundantly clear to the chinese communists that marx never intended his theory of law of value to work ""as an expression of 'concretized labor time'"".","value is the longest-standing hermeneutic problem in marxism, and has almost innumerable secondary subtleties (ineffability, selfishness, quality/quantity, use value , labour power (valued-as-more-complex-embodied-labour-power, in brackets, as labour power per se is an input of previously realised labour including its own, valued at non-zero) etc.) to distinguish it when thinking it through even when your marxism is cruder and characteristically ignores many aspects until you are well deep in .","they concluded that marx never intended his theory of law of value to work ""as an expression of 'concretized labor time'""."
441,"arad (romanian: arad, hungarian: arad, serbian: arad/) is a county (jude) in western romania, in transylvania - criana region, with the capital city at arad (population: 185,272).",both the romanian and serbian names are used in the english context .,"arad is a county (jude) in western romania, in transylvania - criana region, with the capital city at arad (population: 185,272)."
444,"due to the police operational background of iam examiners, candidates can expect them to be practical and pragmatic , not to mention an often infectious enthusiasm for driving .","due to the police operational background of iam examiners, candidates can expect them to be practical and pragmatic , not to mention an enthusiasm for driving .","due to the police operational background of iam examiners, candidates can expect them to be practical and pragmatic."
454,a libertarian multi-axis political spectrum; variant of the nolan chart,a centrist /libertarian multi-axis political spectrum; a variant of the nolan chart,a multi-axis political spectrum chart ; a variant of the nolan chart
458,"massage therapy, acupuncture, physical therapy, chiropractic and osteopathic care are a great start to musculoskeletal treatment programs because they work directly with the areas affected (muscles, fascia and skeleton)., ,.","it expresses that they work with the areas affected (muscles, fascia and skeleton)., ,.","massage therapy, acupuncture, physical therapy, chiropractic and osteopathic care are a common start to musculoskeletal treatment programs because they work directly with the areas affected (muscles, fascia and skeleton)., ,."
469,"park chung-hee ( november 14, 1917 october 26, 1979) was a former republic of korea army general and the dictator of south korea from 1961 to 1979. park seized power in 1961 through a military coup d'tat and ruled as an unelected military strongman until his election as the third president of south korea in 1963. in 1972 he declared martial law, suspended the country's constitution and made himself president for life.","park chung-hee ( november 14, 1917 october 26, 1979) was a former republic of korea army general and a president of south korea from 1963 to 1979. park seized power in south korea in 1961 through a military coup d'tat and ruled as an unelected military strongman until his election as the third president of south korea in 1963. in 1972 he declared martial law, suspended the country's constitution and made himself president for life.","park chung-hee ( november 14, 1917 october 26, 1979) was a former republic of korea army general and the president of south korea from 1963 to 1979. park seized power in south korea in 1961 through a military coup d'tat and ruled as an unelected military strongman until his election as the third president of south korea in 1963. in 1972 he declared martial law, suspended the country's constitution and made himself president for life."
472,"feminism comprises a number of social, cultural and political movements, theories and moral philosophies that are concerned with cultural, political and economic practices and inequalities that discriminate against women.","thinking this is the case, feminism comprises a number of social, cultural and political movements, theories and moral philosophies that are concerned with cultural, political and economic practices and inequalities that they perceive as discriminatory towards women.","feminism comprises a number of social, cultural and political movements, theories and moral philosophies that are concerned with cultural, political and economic practices and inequalities that those subscribing to feminism perceive as discriminatory towards women."
474,"avigdor liberman (b. june 5 1958, kishinev, soviet union) is a radical right israeli politician and head of the yisrael beiteinu party.","he lives in nokdim, a west bank of israeli settlement, and often associates with the settler movement there.","avigdor liberman (b. june 5 1958, kishinev, soviet union) is a right-wing israeli politician and head of the yisrael beiteinu party."
478,"november 15, 2014: at the party's annual general meeting, members vote 148-109 against a resolution supporting equal rights for all minority groups, regardless of race, religious belief, sexual orientation or other differences.","november 15, 2014: at the party's annual general meeting, members vote 148-109 against a resolution requiring the party to adhere to the alberta human rights act .","november 15, 2014: at the party's annual general meeting, members vote 148-109 against a resolution that would have replaced the existing wildrose policy supporting equality for ""all albertans"" with one that listed thirteen separate categories."
483,"not all plugs are included in the letter system; for example, there is no designation for the plug defined by the thai national standard tis116-2549, though some web sites incorrectly call this ""type o"".","not all plugs are included in the letter system; for example, there is no designation for the plug defined by the thai national standard tis116-2549, though some web sites call this ""type o"".","not all plugs are included in the letter system; for example, there is no designation for the plug defined by the thai national standard tis116-2549, though some web sites call this ""type o""."
485,"burlington, vt held its first mayoral election using irv in 2006 after voters approved it in 2005. bob kiss was elected with 48.6% of the vote, 10 .","burlington, vt held its first mayoral election using irv in 2006 after voters approved it in 2005. bob kiss was elected with 48.6% of the vote.","burlington, vt held its first mayoral election using irv in 2006 after voters approved it in 2005. bob kiss was elected with 48.6% of the vote, to hinda miller's 40 ."
492,the film has experienced overwhelming commercial success.,director joss whedon takes over from brett ratner and screenwriters zack penn and simon kinberg.,the film has experienced commercial success.
496,"some publicity about internet -initiated sex crimes against minors asserts that they involve deceit and violence, and begin by children and teenagers communicating with adult strangers known as "" internet predators "" over the internet and then meeting face to face.","some anti-gay rights campaigners equate homosexual people with child sexual abusers, while some pro-gay rights campaigners have made similar claims about homophobic people .","internet -initiated sex crimes against minors involve deceit and violence, and begin with adult strangers known as internet predators communicating with children and young teenagers over the internet and sometimes then meeting face to face."
500,"they claim that parts of the qur'an are based on stories of the tanakh (hebrew bible), the new testament of the christian bible, and other non-canonical christian works; differences of the biblical to the qur'anic versions indicate that these stories were not taken directly from written texts but seem rather to have been part of the oral traditions of the arab peninsula at muhammad's time.","investigators of the qur'an have found that much of the qur'an is based on earlier written and oral literature available to muhammad ; part of the qur'an is apparently borrowed from pre-existing texts, but that muhammad and his followers modified, removed, or added elements.","they claim that parts of the qur'an are based on stories of the tanakh (hebrew bible), the new testament of the christian bible, and other non-canonical christian works; differences of the biblical to the qur'anic versions suggest to some scholars that these stories were not taken directly from written texts but seem rather to have been part of the oral traditions of the arab peninsula at muhammad's time."
501,"he was married to american-born actress and comedienne kit hollerbach, who featured alongside him in the radio sitcoms unnatural acts and at home with the hardys.","elsewhere in his career, douglas played many real-life comic figures such as spike milligan in pablo , ' 'll string along with you ' ' and arthur lowe in ' ' the best of enemies ' ' .","he was married to american-born actress and comedian kit hollerbach, who featured alongside him in the radio sitcoms unnatural acts and at home with the hardys."
503,he went on another unbeaten run that saw him take on the vastly more experienced chokchai chockvivat in flyweight division.,"two of these wins took place within a week of each other and a third followed two weeks later, with olive ' s crazy monkey guard neutralized marco polo reyes ' submission attempts en route to a unanimous decision victory .",he went on another unbeaten run that saw him take on the more experienced chokchai chockvivat in flyweight division.
505,"the most famous landmark in goulburn, the big merino sheep","a landmark in goulburn, the big merino sheep","a landmark in goulburn, the big merino sheep"
513,"the film was a box office bomb, making only $36 , 016 worldwide.","self - defense forces at the box office: premium ticket sales amounted to just $20,745, in contrast to its japanese box office take of $9,131, 766, itself far below the $14,796,871 grossed by the original film in japan alone and the film was considered a disappointment by toho .","the film made $36,016 at thee box office , worldwide."
514,"edward wilmot blyden (3 august 1832  7 february 1912) , the father of pan-africanism, was an educator, writer, diplomat, and politician primarily in liberia.",his writings although mainly fenominal and are usually marveled by critics to consist of the most elaborate quotes of classical sources outside of a classical work.,"edward wilmot blyden (3 august 1832  7 february 1912) was an educator, writer, diplomat, and politician primarily in liberia."
519,"dr hawley harvey crippen (18621910), u.s. doctor hanged in england for the murder of his wife , however recent dna tests cast doubt upon his guilt","john christie (1899–1953), one of themost notorious british murderers of modern times , famed for a string of similar murders carried out between 1943 and 1953","dr hawley harvey crippen (18621910), u.s. doctor hanged in england for the murder of his wife"
523,"in calcutta sanskrit college, only brahmins and baidyas were allowed to enroll initially and shudras were debarred from admission until ishwar chandra vidyasagar introduced the admission for kayasthas; other shudra castes were not allowed to study.","shudras were debarred from admission in the calcutta sanskrit college, it allowed only brahmins and baidyas were to enroll initially and until ishwar chandra vidyasagar introduced the admission for kayasthas; other shudra castes were not allowed to study.","however, there are instances where they were not treated as shudras; like calcutta sanskrit college, where shudras were debarred from admission, allowed only brahmins and baidyas were to enroll initially and until ishwar chandra vidyasagar introduced the admission for kayasthas; other shudra castes were not allowed to study."
528,"cole comments on the implications of the incorrect translation in the new york times article: ""the new york times was told by supposed persian language experts in iran, and appears to believe, that mahv shodan is a transitive verb construct.","the new york times prints a letter from cole regarding the 'evidence' presented: ""iran interprets the 'death to' quotations as relating to u.s. hostile policies, not to the u.s. as a country or people.","cole comments on the implications of the translation in the new york times article: ""the new york times was told by supposed persian language experts in iran, and appears to believe, that mahv shodan is a transitive verb construct."
529,a smc was reconstituted in israeli-occupied territories in 1967 as the judicial authority of the muslim community in israel in matters of personal status of its members under israel's confessional community system.,a smc was reconstituted in the west bank in 1967 as the judicial authority of the muslim community in israel in matters of personal status of its members under israel's confessional community system.,a smc was reconstituted in the disputed territories in 1967 as the judicial authority of the muslim community in israel in matters of personal status of its members under israel's confessional community system.
533,"carmen kass (born september 14, 1978 in paide, estonia) is an estonian supermodel .",are models who are at the top of their profession and have worldwide success and recognition .,"carmen kass (born september 14, 1978 in paide, estonia) is an estonian model ."
539,"after the war of 1898, cuba became independent and columbus's remains were moved back to the cathedral of seville, where they were given a pompous catafalque.","under the management of brother bartholomew , a relative of columbus, in 1509 the remains were transferred to the church of santo domingo in the colony he founded on the northern coast of the hispaniola .","after the war of 1898, cuba became independent and columbus's remains were moved back to the cathedral of seville, where they were placed on an elaborate catafalque."
546,"comics ( nominalized from the adjective comic , first attested in 1889; comic strip since 1920; comic book since 1941 ) is a graphic medium in which images convey a sequential narrative.","comics ( nominalized from the adjective comic , first attested in 1889; comic strip since 1920; comic book since 1941 ) is a graphic medium in which images convey a sequential narrative.","comics (from the greek , kmikos ""of or pertaining to comedy"" from - kmos ""revel, komos"", via the latin cmicus ) is a graphic medium in which images convey a sequential narrative."
548,"users have had numerous problems with steam, enough so that it is a well-marked part of the game, in some cases enough to prevent a reviewer to recommend the game, in almost every case enough to lower the review score.","some users have had problems with steam, enough so that it the delivery and multiplayer client can sometimes prevent a reviewer from recommending the game, and often enough to lower the review score.","some users have had numerous problems with steam, enough so that the delivery and multiplayer client is a well-marked part of the game, in some cases enough to prevent a reviewer to recommend the game, and in almost every case enough to lower the review score."
554,"backed by the united states, the southern government headed by ngo dinh diem understandably refused to open consultation with the north vietnamese concerning general elections, which were never honoured.","most of the north's population directly affected by the line had welcome d it , and were glad to be unite d with hanoi .","backed by the united states, the southern government headed by ngo dinh diem refused to open consultation with the north vietnamese concerning general elections, which were never honoured."
564,"in a defense of abortion, thomson grants for the sake of argument that the fetus has a right to life, but defends the permissibility of abortion by appeal to a now infamous thought experiment:","thomson engages with the anti-abortion argument that the fetus is a person from the moment of conception, by proposing that one can grant this claim for the sake of argument, and still argue for the ethical permissibility of abortion .","in a defense of abortion, thomson grants for the sake of argument that the fetus has a right to life, but defends the permissibility of abortion by appeal to a thought experiment:"
568,"jos mourinho, the most notable chelsea manager.","in football (soccer), jos mourinho, chelsea f.c. was subject to...""","jos mourinho, chelsea manager from 2004-2007"
575,"the putney school is a progressive independent high school in putney, vermont.","the putney school is an alternative independent high school in putney, vermont.","the putney school is an independent high school in putney, vermont."
578,"stull enjoyed a highly successful football career at seton-lasalle high school in pittsburgh, where he broke several western pennsylvania interscholastic athletic league (wpial) records.","during his pitt career, he set and tied several school records.","stull enjoyed a successful football career at seton-lasalle high school in pittsburgh, where he broke several western pennsylvania interscholastic athletic league (wpial) records."
583,"martyn died in ireland on 29 january 2009. the english rock band keane included a dedication to him in their glasgow concert that evening, as did folk legend richard thompson.","martyn died in ireland on 29 january 2009. the english rock band keane included a dedication to him in their glasgow concert that evening, as did the musician richard thompson.","martyn died in ireland on 29 january 2009. the english rock band keane included a dedication to him in their glasgow concert that evening, as did folk musician richard thompson ."
584,"the honorable al-imam warith deen mohammed (october 30, 1933 - september 9, 2008) was an influential american muslim leader and the son of clara and elijah muhammad.","he was instrumental in bringing about changes in the american nation of islam after the death of his father, elijah muhammad, in 1975 .","the honorable al-imam warith deen mohammed (october 30, 1933 - september 9, 2008) was an american muslim leader and the son of clara and elijah muhammad."
592,he is best known for his extremely biased officiating of the 1972 summit series between the soviet union and canada.,soviet and canadian sources differ about the quality of his officiating for the 1972 summit series between team canada and the soviet national team.,he is best known for his officiating of the 1972 summit series between the soviet union and canada.
598,"he epitomised a certain kind of rugged individualistic masculinity, and has become an enduring , if controversial, icon.","despite the controversy surrounding him, he has an enduring fan base.","he epitomised a certain kind of rugged individualistic masculinity, and has become an enduring icon."
